onset	offset	word	voice	file	interval_no	tag1	tagger	autobi
0.62449998	0.73699999	to	slt	arctic_a0479_slt	4	[0.068124]	0	0
0.73699999	1.012	read	slt	arctic_a0479_slt	5	[0.326735]	0	0
1.012	1.35575	George	slt	arctic_a0479_slt	6	[0.499296]	1	1
1.35575	1.6307499	Moore	slt	arctic_a0479_slt	7	[0.530472]	1	0
1.6307499	1.9744999	last	slt	arctic_a0479_slt	8	[0.568217]	1	3
1.9744999	2.2557499	night	slt	arctic_a0479_slt	9	[0.443155]	1	1
2.2557499	2.2995	.	slt	arctic_a0479_slt	10		0	0
2.2995	2.4432499	and	slt	arctic_a0479_slt	11	[0.087273]	0	0
2.4432499	2.6182499	was	slt	arctic_a0479_slt	12	[0.035283]	0	0
2.6182499	3.112	dreadfully	slt	arctic_a0479_slt	13	[0.261252, 0.032383, 0.103794]	1	1
3.112	3.5994999	bored	slt	arctic_a0479_slt	14	[0.340961]	1	3
3.5994999	0.0	.	slt	arctic_a0479_slt	15		0	0
0.0	0.0	.	slt	arctic_a0480_slt	0		0	0
0.0	0.18075	.	slt	arctic_a0480_slt	1		0	0
0.18075	0.46825001	Tom	slt	arctic_a0480_slt	2		0	1
0.46825001	0.92449999	Spink	slt	arctic_a0480_slt	3	[0.705451]	1	1
0.92449999	1.18075	has	slt	arctic_a0480_slt	4	[0.10791]	0	0
1.18075	1.2244999	a	slt	arctic_a0480_slt	5	[0.118269]	0	0
1.2244999	1.90575	harpoon	slt	arctic_a0480_slt	6	[0.127933, 0.819387]	1	6
1.90575	0.0	.	slt	arctic_a0480_slt	7		0	0
0.0	0.19325	.	slt	arctic_a0481_slt	0		0	0
0.19325	0.662	Nimrod	slt	arctic_a0481_slt	1	[0.520656]	1	1
0.662	1.2869999	replied	slt	arctic_a0481_slt	2	[0.064598, 0.918107]	1	1
1.2869999	1.43075	.	slt	arctic_a0481_slt	3		0	0
1.43075	1.587	with	slt	arctic_a0481_slt	4	[0.085222]	0	0
1.587	1.61825	a	slt	arctic_a0481_slt	5	[0.045082]	0	0
1.61825	1.9119999	slight	slt	arctic_a0481_slt	6	[0.342748]	1	0
1.9119999	2.7620001	manifestation	slt	arctic_a0481_slt	7	[0.209004, 0.121545, 0.10937, 0.187112, 0.052345]	1	3
2.7620001	2.84325	of	slt	arctic_a0481_slt	8	[0.060683]	0	0
2.84325	3.6807499	sensitiveness	slt	arctic_a0481_slt	9	[0.098085, 0.029293, 0.054158, 0.18504]	1	3
3.6807499	0.0	.	slt	arctic_a0481_slt	10		0	0
0.0	0.18075	.	slt	arctic_a0482_slt	0		0	0
0.18075	0.33700001	And	slt	arctic_a0482_slt	1		0	0
0.33700001	0.43700001	their	slt	arctic_a0482_slt	2	[0.076999]	0	0
0.43700001	0.81199998	chief	slt	arctic_a0482_slt	3	[0.305343]	0	1
0.81199998	0.87449998	.	slt	arctic_a0482_slt	4		0	0
0.87449998	1.262	virtue	slt	arctic_a0482_slt	5	[0.492015, 0.204809]	1	1
1.262	1.687	lies	slt	arctic_a0482_slt	6	[0.9]	1	3
1.687	1.79325	in	slt	arctic_a0482_slt	7	[0.073143]	0	0
1.79325	1.9495	that	slt	arctic_a0482_slt	8	[0.17171]	1	0
1.9495	2.0557499	they	slt	arctic_a0482_slt	9	[0.171065]	1	0
2.0557499	2.2119999	will	slt	arctic_a0482_slt	10	[0.047312]	0	0
2.2119999	2.487	never	slt	arctic_a0482_slt	11	[0.195223, 0.201204]	1	0
2.487	2.78075	wear	slt	arctic_a0482_slt	12	[0.097249]	0	1
2.78075	3.0869999	out	slt	arctic_a0482_slt	13	[0.60208]	1	0
3.0869999	0.0	.	slt	arctic_a0482_slt	14		0	0
0.0	0.18075	.	slt	arctic_a0483_slt	0		0	0
0.18075	0.537	Beyond	slt	arctic_a0483_slt	1	[1.094431]	1	1
0.537	1.1307499	dispute	slt	arctic_a0483_slt	2	[0.169539, 0.516863]	1	1
1.1307499	1.30575	.	slt	arctic_a0483_slt	3		0	0
1.30575	1.587	Corry	slt	arctic_a0483_slt	4	[0.284486, 0.227836]	1	1
1.587	2.1682501	Hutchinson	slt	arctic_a0483_slt	5	[0.425533, 0.058493, 0.104128]	1	6
2.1682501	2.3494999	had	slt	arctic_a0483_slt	6	[0.304548]	1	0
2.3494999	2.6995001	married	slt	arctic_a0483_slt	7	[0.346018, 0.155739]	1	3
2.6995001	3.03075	Mabel	slt	arctic_a0483_slt	8	[0.36686, 0.083172]	1	3
3.03075	3.5682499	Holmes	slt	arctic_a0483_slt	9	[0.663547]	1	3
3.5682499	0.0	.	slt	arctic_a0483_slt	10		0	0
0.0	0.19949999	.	slt	arctic_a0484_slt	0		0	0
0.19949999	0.48074999	No	slt	arctic_a0484_slt	1		0	0
0.48074999	0.912	sir	slt	arctic_a0484_slt	2	[0.9]	1	1
0.912	1.4119999	ee	slt	arctic_a0484_slt	3	[0.862045]	1	3
1.4119999	0.0	.	slt	arctic_a0484_slt	4		0	0
0.0	0.19325	.	slt	arctic_a0485_slt	0		0	0
0.19325	0.45574999	Each	slt	arctic_a0485_slt	1		0	0
0.45574999	1.0057499	insult	slt	arctic_a0485_slt	2	[0.580454, 0.08598]	1	1
1.0057499	1.3494999	added	slt	arctic_a0485_slt	3	[0.925891, 0.205561]	1	1
1.3494999	1.49325	to	slt	arctic_a0485_slt	4	[0.055396]	0	0
1.49325	1.59325	the	slt	arctic_a0485_slt	5	[0.114944]	0	0
1.59325	2.0244999	value	slt	arctic_a0485_slt	6	[0.640465, 0.135347]	1	3
2.0244999	2.1370001	of	slt	arctic_a0485_slt	7	[0.099865]	0	0
2.1370001	2.1932499	the	slt	arctic_a0485_slt	8	[0.138363]	0	0
2.1932499	2.7432499	claim	slt	arctic_a0485_slt	9	[0.49702]	1	1
2.7432499	0.0	.	slt	arctic_a0485_slt	10		0	0
0.0	0.14325	.	slt	arctic_a0486_slt	0		0	0
0.14325	0.28075001	For	slt	arctic_a0486_slt	1		0	0
0.28075001	0.37450001	the	slt	arctic_a0486_slt	2	[0.132742]	0	0
0.37450001	0.83074999	rest	slt	arctic_a0486_slt	3	[1.299762]	1	3
0.83074999	1.0495	he	slt	arctic_a0486_slt	4	[0.260443]	1	0
1.0495	1.23075	was	slt	arctic_a0486_slt	5	[0.061683]	0	0
1.23075	1.26825	a	slt	arctic_a0486_slt	6	[0.09973]	0	0
1.26825	1.562	mere	slt	arctic_a0486_slt	7	[0.15331]	0	3
1.562	2.3807499	automaton	slt	arctic_a0486_slt	8	[0.13223, 0.440267, 0.080067, 0.551605]	1	1
2.3807499	0.0	.	slt	arctic_a0486_slt	9		0	0
0.0	0.18075	.	slt	arctic_a0487_slt	0		0	0
0.18075	0.25575	The	slt	arctic_a0487_slt	1		0	0
0.25575	0.59324998	river	slt	arctic_a0487_slt	2	[0.391471, 1.238142]	1	1
0.59324998	0.88075	bared	slt	arctic_a0487_slt	3	[0.801746]	0	1
0.88075	1.04325	its	slt	arctic_a0487_slt	4	[0.16075]	0	0
1.04325	1.587	bosom	slt	arctic_a0487_slt	5	[0.606064, 0.402099]	1	3
1.587	1.812	and	slt	arctic_a0487_slt	6	[0.475703]	1	0
1.812	2.2557499	snorting	slt	arctic_a0487_slt	7	[0.248363, 0.206716]	0	1
2.2557499	2.8745	steamboats	slt	arctic_a0487_slt	8	[0.511824, 0.537222]	1	1
2.8745	3.3745	challenged	slt	arctic_a0487_slt	9	[0.565278, 0.079768]	1	3
3.3745	3.4495001	the	slt	arctic_a0487_slt	10	[0.10948]	0	0
3.4495001	4.14325	wilderness	slt	arctic_a0487_slt	11	[0.10948, 0.310474, 0.323305, 0.61426]	1	3
4.14325	0.0	.	slt	arctic_a0487_slt	12		0	0
0.0	0.1745	.	slt	arctic_a0488_slt	0		0	0
0.1745	0.33074999	Their	slt	arctic_a0488_slt	1		0	0
0.33074999	0.68075001	love	slt	arctic_a0488_slt	2	[0.975258]	1	1
0.68075001	1.05575	burned	slt	arctic_a0488_slt	3	[0.658885]	1	1
1.05575	1.21825	with	slt	arctic_a0488_slt	4	[0.073067]	0	0
1.21825	1.7244999	increasing	slt	arctic_a0488_slt	5	[0.15904, 0.124417, 0.0443]	1	1
1.7244999	2.3182499	brightness	slt	arctic_a0488_slt	6	[0.5237, 0.212359]	1	6
2.3182499	0.0	.	slt	arctic_a0488_slt	7		0	0
0.0	0.162	.	slt	arctic_a0489_slt	0		0	0
0.162	0.28075001	They	slt	arctic_a0489_slt	1		0	0
0.28075001	0.46200001	were	slt	arctic_a0489_slt	2	[0.540838]	0	0
0.46200001	1.1995	artists	slt	arctic_a0489_slt	3	[0.818072, 0.295016]	1	1
1.1995	1.2995	.	slt	arctic_a0489_slt	4		0	0
1.2995	1.4995	not	slt	arctic_a0489_slt	5	[0.613728]	0	1
1.4995	2.2995	biologists	slt	arctic_a0489_slt	6	[0.925684, 0.379299, 0.12284, 0.170442]	1	1
2.2995	0.0	.	slt	arctic_a0489_slt	7		0	0
0.0	0.0	.	slt	arctic_a0490_slt	0		0	0
0.0	0.1745	.	slt	arctic_a0490_slt	1		0	0
0.1745	0.44325	Both	slt	arctic_a0490_slt	2		0	0
0.44325	0.83700001	Johnny	slt	arctic_a0490_slt	3	[1.139156, 0.280695]	1	1
0.83700001	0.94950002	and	slt	arctic_a0490_slt	4	[0.319174]	0	0
0.94950002	1.09325	his	slt	arctic_a0490_slt	5	[0.083014]	0	0
1.09325	1.41825	mother	slt	arctic_a0490_slt	6	[0.59091, 0.256135]	1	1
1.41825	1.837	shuffled	slt	arctic_a0490_slt	7	[0.27222, 0.037237]	0	3
1.837	1.95575	their	slt	arctic_a0490_slt	8	[0.127556]	0	0
1.95575	2.2744999	feet	slt	arctic_a0490_slt	9	[0.478608]	1	0
2.2744999	2.40575	as	slt	arctic_a0490_slt	10	[0.121057]	0	0
2.40575	2.4932499	they	slt	arctic_a0490_slt	11	[0.10134]	0	0
2.4932499	2.9619999	walked	slt	arctic_a0490_slt	12	[0.646627]	1	3
2.9619999	0.0	.	slt	arctic_a0490_slt	13		0	0
0.0	0.18700001	.	slt	arctic_a0491_slt	0		0	0
0.18700001	0.43700001	And	slt	arctic_a0491_slt	1		0	0
0.43700001	0.61825001	as	slt	arctic_a0491_slt	2	[0.334498]	0	0
0.61825001	0.76824999	in	slt	arctic_a0491_slt	3	[0.146105]	0	0
0.76824999	1.20575	denial	slt	arctic_a0491_slt	4	[0.049546, 0.877004, 0.331728]	1	5
1.20575	1.3182499	of	slt	arctic_a0491_slt	5	[0.167297]	0	0
1.3182499	1.64325	guilt	slt	arctic_a0491_slt	6	[0.350405]	1	1
1.64325	1.7557499	.	slt	arctic_a0491_slt	7		0	0
1.7557499	1.84325	the	slt	arctic_a0491_slt	8	[0.079409]	0	0
1.84325	2.0869999	one	slt	arctic_a0491_slt	9	[0.159177]	1	0
2.0869999	2.3369999	legged	slt	arctic_a0491_slt	10	[0.158932, 0.089586]	1	0
2.3369999	2.5869999	boy	slt	arctic_a0491_slt	11	[0.384121]	1	0
2.5869999	3.2432499	replied	slt	arctic_a0491_slt	12	[0.088234, 0.900558]	1	3
3.2432499	0.0	.	slt	arctic_a0491_slt	13		0	0
0.0	0.18700001	.	slt	arctic_a0492_slt	0		0	0
0.18700001	0.42449999	Burnt	slt	arctic_a0492_slt	1		0	0
0.42449999	0.7245	out	slt	arctic_a0492_slt	2	[0.9]	1	1
0.7245	0.90574998	like	slt	arctic_a0492_slt	3	[0.085691]	0	0
0.90574998	0.9745	the	slt	arctic_a0492_slt	4	[0.030224]	0	0
0.9745	1.387	crater	slt	arctic_a0492_slt	5	[0.202559, 0.300732]	1	1
1.387	1.4995	of	slt	arctic_a0492_slt	6	[0.060072]	0	0
1.4995	1.5369999	a	slt	arctic_a0492_slt	7	[0.080703]	0	0
1.5369999	2.2119999	volcano	slt	arctic_a0492_slt	8	[0.110939, 0.136848, 0.275155]	1	6
2.2119999	0.0	.	slt	arctic_a0492_slt	9		0	0
0.0	0.16824999	.	slt	arctic_a0493_slt	0		0	0
0.16824999	0.24950001	The	slt	arctic_a0493_slt	1		0	0
0.24950001	0.63075	boy	slt	arctic_a0493_slt	2	[0.952078]	1	1
0.63075	1.3182499	OBrien	slt	arctic_a0493_slt	3	[0.281401, 0.494775, 0.099214]	1	1
1.3182499	1.4432499	was	slt	arctic_a0493_slt	4	[0.027115]	0	0
1.4432499	1.96825	specially	slt	arctic_a0493_slt	5	[0.245049, 0.026985, 0.065051]	1	1
1.96825	2.687	maltreated	slt	arctic_a0493_slt	6	[0.148252, 0.098133, 0.153122]	1	1
2.687	0.0	.	slt	arctic_a0493_slt	7		0	0
0.0	0.0	.	slt	arctic_a0494_slt	0		0	0
0.0	0.20575	.	slt	arctic_a0494_slt	1		0	0
0.20575	0.70574999	OBrien	slt	arctic_a0494_slt	2	[0.926834, 0.07519]	1	1
0.70574999	0.92449999	took	slt	arctic_a0494_slt	3	[0.211424]	0	0
0.92449999	1.062	off	slt	arctic_a0494_slt	4	[0.731655]	1	0
1.062	1.212	his	slt	arctic_a0494_slt	5	[0.094605]	0	0
1.212	1.5994999	coat	slt	arctic_a0494_slt	6	[0.757624]	1	0
1.5994999	1.73075	and	slt	arctic_a0494_slt	7	[0.093295]	0	0
1.73075	1.99325	bared	slt	arctic_a0494_slt	8	[0.366384]	1	0
1.99325	2.15575	his	slt	arctic_a0494_slt	9	[0.119806]	0	0
2.15575	2.3682499	right	slt	arctic_a0494_slt	10	[0.46521]	1	0
2.3682499	2.7620001	arm	slt	arctic_a0494_slt	11	[0.457786]	1	3
2.7620001	0.0	.	slt	arctic_a0494_slt	12		0	0
0.0	0.112	.	slt	arctic_a0495_slt	0		0	0
0.112	0.29324999	He	slt	arctic_a0495_slt	1		0	0
0.29324999	0.54325002	bore	slt	arctic_a0495_slt	2	[1.028945]	1	0
0.54325002	0.73075002	no	slt	arctic_a0495_slt	3	[0.905744]	1	0
0.73075002	1.2557499	grudges	slt	arctic_a0495_slt	4	[0.994756, 0.351182]	1	1
1.2557499	1.3807499	and	slt	arctic_a0495_slt	5	[0.274455]	0	0
1.3807499	1.58075	had	slt	arctic_a0495_slt	6	[0.219576]	0	0
1.58075	1.962	few	slt	arctic_a0495_slt	7	[0.968724]	1	1
1.962	2.487	enemies	slt	arctic_a0495_slt	8	[0.579328, 0.104057, 0.72279]	1	3
2.487	0.0	.	slt	arctic_a0495_slt	9		0	0
0.0	0.18700001	.	slt	arctic_a0496_slt	0		0	0
0.18700001	0.39950001	And	slt	arctic_a0496_slt	1		0	0
0.39950001	0.73075002	Tom	slt	arctic_a0496_slt	2	[0.97083]	1	1
0.73075002	1.14325	King	slt	arctic_a0496_slt	3	[0.728012]	1	1
1.14325	1.6932499	patiently	slt	arctic_a0496_slt	4	[0.250028, 0.110022, 0.211121]	1	3
1.6932499	2.2495	endured	slt	arctic_a0496_slt	5	[0.070284, 0.072039]	0	1
2.2495	0.0	.	slt	arctic_a0496_slt	6		0	0
0.0	0.0	.	slt	arctic_a0497_slt	0		0	0
0.0	0.1745	.	slt	arctic_a0497_slt	1		0	0
0.1745	0.49325001	King	slt	arctic_a0497_slt	2		0	1
0.49325001	0.75575	took	slt	arctic_a0497_slt	3	[0.423028]	0	0
0.75575	1.08075	every	slt	arctic_a0497_slt	4	[0.713653, 0.275506, 0.311741, 0.101423]	1	1
1.08075	1.60575	advantage	slt	arctic_a0497_slt	5	[0.101423, 0.830755, 0.189672]	1	1
1.60575	1.6995	he	slt	arctic_a0497_slt	6	[0.261553]	0	0
1.6995	2.0869999	knew	slt	arctic_a0497_slt	7	[0.900616]	1	3
2.0869999	0.0	.	slt	arctic_a0497_slt	8		0	0
0.0	0.0	.	slt	arctic_a0498_slt	0		0	0
0.0	0.162	.	slt	arctic_a0498_slt	1		0	0
0.162	0.24950001	The	slt	arctic_a0498_slt	2		0	0
0.24950001	0.70574999	lines	slt	arctic_a0498_slt	3	[1.177544]	1	3
0.70574999	0.83074999	were	slt	arctic_a0498_slt	4	[0.047976]	0	0
0.83074999	1.1307499	now	slt	arctic_a0498_slt	5	[0.865691]	1	0
1.1307499	1.43075	very	slt	arctic_a0498_slt	6	[0.082552, 0.06259]	0	3
1.43075	1.8494999	taut	slt	arctic_a0498_slt	7	[0.785018]	1	1
1.8494999	0.0	.	slt	arctic_a0498_slt	8		0	0
0.0	0.18075	.	slt	arctic_a0499_slt	0		0	0
0.18075	0.3495	And	slt	arctic_a0499_slt	1		0	0
0.3495	0.56199998	right	slt	arctic_a0499_slt	2	[0.815937]	1	0
0.56199998	0.87449998	there	slt	arctic_a0499_slt	3	[0.379177]	0	1
0.87449998	0.96824998	I	slt	arctic_a0499_slt	4	[0.212595]	0	0
0.96824998	1.4119999	saw	slt	arctic_a0499_slt	5	[0.923759]	1	1
1.4119999	1.5682499	and	slt	arctic_a0499_slt	6	[0.215613]	0	0
1.5682499	1.85575	knew	slt	arctic_a0499_slt	7	[0.307057]	1	3
1.85575	1.98075	it	slt	arctic_a0499_slt	8	[0.175979]	0	0
1.98075	2.3870001	all	slt	arctic_a0499_slt	9	[0.740569]	1	3
2.3870001	0.0	.	slt	arctic_a0499_slt	10		0	0
0.0	0.0	.	slt	arctic_a0500_slt	0		0	0
0.0	0.19325	.	slt	arctic_a0500_slt	1		0	0
0.19325	0.34325001	Who	slt	arctic_a0500_slt	2		0	0
0.34325001	0.46200001	the	slt	arctic_a0500_slt	3	[0.328807]	0	0
0.46200001	0.75575	devil	slt	arctic_a0500_slt	4	[0.99202, 0.229116]	1	1
0.75575	0.98699999	gave	slt	arctic_a0500_slt	5	[0.430595]	1	0
0.98699999	1.0745	it	slt	arctic_a0500_slt	6	[0.202723]	0	0
1.0745	1.212	to	slt	arctic_a0500_slt	7	[0.068475]	0	0
1.212	1.46825	you	slt	arctic_a0500_slt	8	[0.068475, 0.304171]	1	0
1.46825	1.60575	to	slt	arctic_a0500_slt	9	[0.082999]	0	0
1.60575	1.74325	be	slt	arctic_a0500_slt	10	[0.203784]	0	0
1.74325	2.15575	judge	slt	arctic_a0500_slt	11	[0.860408]	1	3
2.15575	2.3369999	and	slt	arctic_a0500_slt	12	[0.183506]	0	0
2.3369999	2.8557501	jury	slt	arctic_a0500_slt	13	[0.124491, 0.601196]	1	1
2.8557501	0.0	.	slt	arctic_a0500_slt	14		0	0
0.0	0.0	.	slt	arctic_a0501_slt	0		0	0
0.0	0.18075	.	slt	arctic_a0501_slt	1		0	0
0.18075	0.35574999	Youre	slt	arctic_a0501_slt	2		0	0
0.35574999	0.787	joking	slt	arctic_a0501_slt	3	[0.803542, 0.093648]	1	1
0.787	0.91825002	me	slt	arctic_a0501_slt	4	[0.342696]	0	0
0.91825002	1.39325	sir	slt	arctic_a0501_slt	5	[0.900419]	1	3
1.39325	1.587	the	slt	arctic_a0501_slt	6	[0.588906]	0	0
1.587	1.812	other	slt	arctic_a0501_slt	7	[0.806724, 0.194637]	1	0
1.812	2.2557499	managed	slt	arctic_a0501_slt	8	[0.63788, 0.141413]	1	3
2.2557499	2.3557501	to	slt	arctic_a0501_slt	9	[0.085218, 0.05934]	0	0
2.3557501	3.03075	articulate	slt	arctic_a0501_slt	10	[0.05934, 0.09737, 0.070232, 0.355033]	1	1
3.03075	0.0	.	slt	arctic_a0501_slt	11		0	0
0.0	0.19949999	.	slt	arctic_a0502_slt	0		0	0
0.19949999	0.70574999	Anything	slt	arctic_a0502_slt	1	[0.528657, 0.275902]	1	1
0.70574999	1.387	unusual	slt	arctic_a0502_slt	2	[0.455263, 0.24689, 0.030285, 0.068312]	1	6
1.387	1.587	or	slt	arctic_a0502_slt	3	[0.311899]	1	0
1.587	2.0057499	abnormal	slt	arctic_a0502_slt	4	[0.108767, 0.24625, 0.077171]	1	3
2.0057499	2.1619999	was	slt	arctic_a0502_slt	5	[0.036922]	0	0
2.1619999	2.6807499	sufficient	slt	arctic_a0502_slt	6	[0.066851, 0.11873, 0.056882]	1	1
2.6807499	2.7557499	to	slt	arctic_a0502_slt	7	[0.035918]	0	0
2.7557499	3.062	send	slt	arctic_a0502_slt	8	[0.236131]	1	0
3.062	3.0994999	a	slt	arctic_a0502_slt	9	[0.049666]	0	0
3.0994999	3.4182501	fellow	slt	arctic_a0502_slt	10	[0.18834, 0.073826]	1	1
3.4182501	3.5432501	to	slt	arctic_a0502_slt	11	[0.061564]	0	0
3.5432501	4.237	Molokai	slt	arctic_a0502_slt	12	[0.2869, 0.01988, 0.900507]	1	6
4.237	0.0	.	slt	arctic_a0502_slt	13		0	0
0.0	0.11825	.	slt	arctic_a0503_slt	0		0	0
0.11825	0.38699999	His	slt	arctic_a0503_slt	1		0	0
0.38699999	0.70574999	beady	slt	arctic_a0503_slt	2	[0.73879, 0.207832]	1	0
0.70574999	1.0495	black	slt	arctic_a0503_slt	3	[0.843102]	1	1
1.0495	1.4432499	eyes	slt	arctic_a0503_slt	4	[0.922372]	1	1
1.4432499	1.6932499	saw	slt	arctic_a0503_slt	5	[0.548278]	1	1
1.6932499	2.2432499	bargains	slt	arctic_a0503_slt	6	[0.599772, 0.067297]	1	1
2.2432499	2.46825	where	slt	arctic_a0503_slt	7	[0.027324]	0	0
2.46825	2.6619999	other	slt	arctic_a0503_slt	8	[0.179572, 0.080182]	1	0
2.6619999	2.9182501	men	slt	arctic_a0503_slt	9	[0.191568]	0	0
2.9182501	3.1370001	saw	slt	arctic_a0503_slt	10	[0.255488]	0	0
3.1370001	3.9744999	bankruptcy	slt	arctic_a0503_slt	11	[0.364323, 0.030012, 0.200523]	1	3
3.9744999	0.0	.	slt	arctic_a0503_slt	12		0	0
0.0	0.112	.	slt	arctic_a0504_slt	0		0	0
0.112	0.27450001	He	slt	arctic_a0504_slt	1		0	0
0.27450001	0.48074999	was	slt	arctic_a0504_slt	2	[0.073122, 0.048065]	0	0
0.48074999	0.57450002	an	slt	arctic_a0504_slt	3	[0.048065]	0	0
0.57450002	1.1619999	athlete	slt	arctic_a0504_slt	4	[1.078873, 0.618855]	1	1
1.1619999	1.212	.	slt	arctic_a0504_slt	5		0	0
1.212	1.36825	and	slt	arctic_a0504_slt	6	[0.33626]	0	0
1.36825	1.4245	a	slt	arctic_a0504_slt	7	[0.100948]	0	0
1.4245	1.93075	giant	slt	arctic_a0504_slt	8	[0.845183, 0.225032]	1	1
1.93075	0.0	.	slt	arctic_a0504_slt	9		0	0
0.0	0.18700001	.	slt	arctic_a0505_slt	0		0	0
0.18700001	0.30575001	We	slt	arctic_a0505_slt	1		0	0
0.30575001	0.69325	fished	slt	arctic_a0505_slt	2	[0.312806]	1	1
0.69325	1.23075	sharks	slt	arctic_a0505_slt	3	[0.930525]	1	1
1.23075	1.3745	on	slt	arctic_a0505_slt	4	[0.187558]	0	0
1.3745	1.95575	Niihau	slt	arctic_a0505_slt	5	[0.386026, 0.908225]	1	2
1.95575	2.612	together	slt	arctic_a0505_slt	6	[0.018501, 0.563328, 0.263996]	1	3
2.612	0.0	.	slt	arctic_a0505_slt	7		0	0
0.0	0.024499999	.	slt	arctic_a0506_slt	0		0	0
0.024499999	0.06825	The	slt	arctic_a0506_slt	1		0	0
0.06825	0.67449999	Claudine	slt	arctic_a0506_slt	2	[0.901413, 0.833772]	1	1
0.67449999	0.87449998	was	slt	arctic_a0506_slt	3	[0.045918]	0	0
0.87449998	1.1619999	leaving	slt	arctic_a0506_slt	4	[0.243057, 0.113549]	1	0
1.1619999	1.4432499	next	slt	arctic_a0506_slt	5	[0.130132]	0	0
1.4432499	1.79325	morning	slt	arctic_a0506_slt	6	[0.231112, 0.113375]	1	1
1.79325	1.9245	for	slt	arctic_a0506_slt	7	[0.016768]	0	0
1.9245	2.6370001	Honolulu	slt	arctic_a0506_slt	8	[0.214463, 0.060193, 0.150985, 0.203607]	1	3
2.6370001	0.0	.	slt	arctic_a0506_slt	9		0	0
0.0	0.162	.	slt	arctic_a0507_slt	0		0	0
0.162	0.26824999	In	slt	arctic_a0507_slt	1		0	0
0.26824999	0.71200001	short	slt	arctic_a0507_slt	2	[0.831652]	1	1
0.71200001	0.83074999	.	slt	arctic_a0507_slt	3		0	0
0.83074999	0.99325001	my	slt	arctic_a0507_slt	4	[0.374192]	0	0
0.99325001	1.43075	joyous	slt	arctic_a0507_slt	5	[1.032663, 0.100898]	1	1
1.43075	2.2995	individualism	slt	arctic_a0507_slt	6	[0.283741, 0.044225, 0.324127, 0.136949, 0.065162, 0.138306, 0.113636]	1	6
2.2995	2.4619999	was	slt	arctic_a0507_slt	7	[0.086035]	0	0
2.4619999	3.0244999	dominated	slt	arctic_a0507_slt	8	[0.552719, 0.046296, 0.27339, 0.182944]	1	3
3.0244999	3.20575	by	slt	arctic_a0507_slt	9	[0.574306]	1	0
3.20575	3.312	the	slt	arctic_a0507_slt	10	[0.212373]	0	0
3.312	3.8994999	orthodox	slt	arctic_a0507_slt	11	[0.171365, 0.075798, 0.757251]	1	3
3.8994999	4.4994998	bourgeois	slt	arctic_a0507_slt	12	[0.172552, 0.900535]	1	1
4.4994998	5.0120001	ethics	slt	arctic_a0507_slt	13	[0.436648, 0.289288]	0	0
5.0120001	0.0	.	slt	arctic_a0507_slt	14		0	0
0.0	0.024499999	.	slt	arctic_a0508_slt	0		0	0
0.024499999	0.46825001	Soon	slt	arctic_a0508_slt	1		0	5
0.46825001	0.81199998	shall	slt	arctic_a0508_slt	2	[0.24551, 0.103379]	0	1
0.81199998	0.86199999	it	slt	arctic_a0508_slt	3	[0.103379]	0	0
0.86199999	1.0745	be	slt	arctic_a0508_slt	4	[0.330117]	1	0
1.0745	1.54325	thrust	slt	arctic_a0508_slt	5	[0.314578]	0	1
1.54325	1.95575	back	slt	arctic_a0508_slt	6	[1.019625]	1	1
1.95575	2.1807499	from	slt	arctic_a0508_slt	7	[0.11009]	0	0
2.1807499	2.4432499	off	slt	arctic_a0508_slt	8	[0.488833]	1	3
2.4432499	2.5057499	.	slt	arctic_a0508_slt	9		0	0
2.5057499	3.1245	prostrate	slt	arctic_a0508_slt	10	[0.340644, 0.258394]	1	1
3.1245	3.862	humanity	slt	arctic_a0508_slt	11	[0.060736, 0.266208, 0.097172, 0.208963]	1	2
3.862	0.0	.	slt	arctic_a0508_slt	12		0	0
0.0	0.18700001	.	slt	arctic_a0509_slt	0		0	0
0.18700001	0.49950001	Yet	slt	arctic_a0509_slt	1		0	1
0.49950001	0.58700001	.	slt	arctic_a0509_slt	2		0	0
0.58700001	0.74325001	in	slt	arctic_a0509_slt	3	[0.488036, 0.061448]	0	0
0.74325001	1.237	accordance	slt	arctic_a0509_slt	4	[0.061448, 0.204147, 0.168492]	1	5
1.237	1.45575	with	slt	arctic_a0509_slt	5	[0.102615]	0	0
1.45575	1.98075	Ernest's	slt	arctic_a0509_slt	6	[0.40676, 0.231384]	1	1
1.98075	2.39325	test	slt	arctic_a0509_slt	7	[0.431092, 0.038821]	1	1
2.39325	2.4932499	of	slt	arctic_a0509_slt	8	[0.038821]	0	0
2.4932499	3.0057499	truth	slt	arctic_a0509_slt	9	[0.48112]	1	1
3.0057499	3.062	.	slt	arctic_a0509_slt	10		0	0
3.062	3.1995001	it	slt	arctic_a0509_slt	11	[0.204701]	0	0
3.1995001	3.4744999	worked	slt	arctic_a0509_slt	12	[0.502931]	1	0
3.4744999	0.0	.	slt	arctic_a0509_slt	13		0	0
0.0	0.19325	.	slt	arctic_a0510_slt	0		0	0
0.19325	0.51200002	Much	slt	arctic_a0510_slt	1		0	1
0.51200002	0.78074998	more	slt	arctic_a0510_slt	2	[0.524203]	0	0
0.78074998	1.1745	Ernest	slt	arctic_a0510_slt	3	[1.103086, 0.212966]	1	0
1.1745	1.3995	told	slt	arctic_a0510_slt	4	[0.140982]	0	0
