david	word	voice	batch	file	interval_no	onset	offset	tag1	tagger	joe	todd	mallory
0	Each	rms	B	arctic_a0126_rms	1	0.102	0.40200001		0	2	2	1
2	day	rms	B	arctic_a0126_rms	2	0.40200001	0.74199998	[0.588027]	1	1	2	1
0	she	rms	B	arctic_a0126_rms	3	0.74199998	0.98199999	[0.085268]	0	0	0	0
1	became	rms	B	arctic_a0126_rms	4	0.98199999	1.582	[0.150757, 0.659172]	1	1	0	2
0	a	rms	B	arctic_a0126_rms	5	1.582	1.632		0	0	0	0
0	more	rms	B	arctic_a0126_rms	6	1.632	1.902	[0.247607]	0	1	0	1
2	vital	rms	B	arctic_a0126_rms	7	1.902	2.2420001	[0.519926, 0.027803]	1	1	1	2
1	part	rms	B	arctic_a0126_rms	8	2.2420001	2.652	[0.020741]	0	1	3	1
0	of	rms	B	arctic_a0126_rms	9	2.652	2.842	[0.165376]	1	0	0	0
1	him	rms	B	arctic_a0126_rms	10	2.842	3.1919999	[0.124934]	0	0	0	1
0	.	rms	B	arctic_a0126_rms	11	3.1919999	0.0		0	0	0	0
0	.	slt	B	arctic_a0126_slt	0	0.0	0.19949999		0	0	0	0
0	Each	slt	B	arctic_a0126_slt	1	0.19949999	0.46200001		0	0	2	0
0	.	slt	B	arctic_a0126_slt	2	0.46200001	0.48074999		0	0	0	0
2	day	slt	B	arctic_a0126_slt	3	0.48074999	0.71200001	[0.9]	1	1	1	1
0	she	slt	B	arctic_a0126_slt	4	0.71200001	0.912	[0.102811]	0	0	0	0
0	became	slt	B	arctic_a0126_slt	5	0.912	1.3245	[0.229581, 0.37812]	1	1	2	1
0	a	slt	B	arctic_a0126_slt	6	1.3245	1.3745	[0.0917]	0	0	0	0
0	more	slt	B	arctic_a0126_slt	7	1.3745	1.60575	[0.171844]	0	0	0	0
2	vital	slt	B	arctic_a0126_slt	8	1.60575	1.93075	[0.49809, 0.063569]	1	2	2	2
2	part	slt	B	arctic_a0126_slt	9	1.93075	2.2119999	[0.083614, 0.026695]	1	2	0	1
0	of	slt	B	arctic_a0126_slt	10	2.2119999	2.28075	[0.026695]	0	0	0	0
1	him	slt	B	arctic_a0126_slt	11	2.28075	2.5369999	[0.141588]	1	0	1	1
0	.	slt	B	arctic_a0126_slt	12	2.5369999	0.0		0	0	0	0
0	.	rms	B	arctic_a0127_rms	0	0.0	0.092		0	0	0	0
0	It	rms	B	arctic_a0127_rms	1	0.092	0.242		0	1	0	0
0	was	rms	B	arctic_a0127_rms	2	0.242	0.43200001	[0.168645]	0	0	0	0
0	a	rms	B	arctic_a0127_rms	3	0.43200001	0.46200001	[0.315882]	0	0	0	0
2	temptation	rms	B	arctic_a0127_rms	4	0.46200001	1.242	[0.315882, 0.459778, 0.667684, 0.160856]	1	2	2	2
0	but	rms	B	arctic_a0127_rms	5	1.242	1.572	[0.9]	1	0	0	0
0	he	rms	B	arctic_a0127_rms	6	1.572	1.722	[0.439302]	0	0	0	0
2	resisted	rms	B	arctic_a0127_rms	7	1.722	2.2720001	[0.100399, 0.27871, 0.209087]	1	1	2	2
1	it	rms	B	arctic_a0127_rms	8	2.2720001	2.562	[0.602798]	1	0	0	1
0	.	rms	B	arctic_a0127_rms	9	2.562	0.0		0	0	0	0
0	.	slt	B	arctic_a0127_slt	0	0.0	0.19949999		0	0	0	0
0	It	slt	B	arctic_a0127_slt	1	0.19949999	0.30575001		0	0	1	0
0	was	slt	B	arctic_a0127_slt	2	0.30575001	0.55575001	[0.346178]	0	0	0	0
0	a	slt	B	arctic_a0127_slt	3	0.55575001	0.60575002	[0.438206]	0	0	0	0
2	temptation	slt	B	arctic_a0127_slt	4	0.60575002	1.48075	[0.515338, 0.957059, 0.403334]	1	2	3	1
0	but	slt	B	arctic_a0127_slt	5	1.48075	1.6619999	[0.42014]	0	0	0	2
0	he	slt	B	arctic_a0127_slt	6	1.6619999	1.79325	[0.775633]	1	0	0	1
2	resisted	slt	B	arctic_a0127_slt	7	1.79325	2.3182499	[0.269457, 0.421543, 0.277675]	1	1	2	1
0	it	slt	B	arctic_a0127_slt	8	2.3182499	2.4744999	[0.680219]	1	0	1	1
0	.	slt	B	arctic_a0127_slt	9	2.4744999	0.0		0	0	0	0
0	.	rms	B	arctic_a0128_rms	0	0.0	0.102		0	0	0	0
0	This	rms	B	arctic_a0128_rms	1	0.102	0.42199999		0	1	0	0
2	one	rms	B	arctic_a0128_rms	2	0.42199999	0.662	[0.214227]	0	1	1	1
2	hope	rms	B	arctic_a0128_rms	3	0.662	1.102	[1.087064]	1	1	2	2
0	was	rms	B	arctic_a0128_rms	4	1.102	1.352	[0.125254]	0	0	0	1
2	destroyed	rms	B	arctic_a0128_rms	5	1.352	1.9119999	[0.029329, 0.9]	1	1	1	1
0	as	rms	B	arctic_a0128_rms	6	1.9119999	2.112	[0.500039]	0	0	0	0
2	quickly	rms	B	arctic_a0128_rms	7	2.112	2.602	[0.243508, 0.287404]	0	1	2	1
0	as	rms	B	arctic_a0128_rms	8	2.602	2.822	[0.785679]	1	0	0	0
0	it	rms	B	arctic_a0128_rms	9	2.822	2.9119999	[0.247145]	0	0	0	0
0	was	rms	B	arctic_a0128_rms	10	2.9119999	3.122	[0.189095]	0	0	0	0
2	born	rms	B	arctic_a0128_rms	11	3.122	3.622	[0.985923]	1	2	2	0
0	.	rms	B	arctic_a0128_rms	12	3.622	0.0		0	0	0	0
0	.	slt	B	arctic_a0128_slt	0	0.0	0.1745		0	0	0	0
0	This	slt	B	arctic_a0128_slt	1	0.1745	0.36825001		0	0	0	1
1	one	slt	B	arctic_a0128_slt	2	0.36825001	0.5995	[0.492603]	0	2	2	0
1	hope	slt	B	arctic_a0128_slt	3	0.5995	0.88700002	[0.721826]	1	2	1	2
0	was	slt	B	arctic_a0128_slt	4	0.88700002	1.0745	[0.127584]	0	0	0	0
2	destroyed	slt	B	arctic_a0128_slt	5	1.0745	1.5369999	[0.122275, 0.9]	1	1	0	1
0	as	slt	B	arctic_a0128_slt	6	1.5369999	1.66825	[0.194627]	0	0	0	0
1	quickly	slt	B	arctic_a0128_slt	7	1.66825	2.0869999	[0.229645, 0.47382, 0.088884]	1	1	3	1
0	as	slt	B	arctic_a0128_slt	8	2.0869999	2.20575	[0.088884, 0.124553]	1	0	0	0
0	it	slt	B	arctic_a0128_slt	9	2.20575	2.2932501	[0.124553]	1	0	0	0
0	was	slt	B	arctic_a0128_slt	10	2.2932501	2.46825	[0.056526]	0	0	0	0
2	born	slt	B	arctic_a0128_slt	11	2.46825	2.95575	[0.363865]	1	1	2	0
0	.	slt	B	arctic_a0128_slt	12	2.95575	0.0		0	0	0	0
0	.	rms	B	arctic_a0129_rms	0	0.0	0.061999999		0	0	0	0
0	Her	rms	B	arctic_a0129_rms	1	0.061999999	0.26199999		0	0	0	0
2	face	rms	B	arctic_a0129_rms	2	0.26199999	0.68199998	[1.037601]	1	1	2	1
0	was	rms	B	arctic_a0129_rms	3	0.68199998	0.89200002	[0.261239]	0	0	0	0
2	against	rms	B	arctic_a0129_rms	4	0.89200002	1.342	[0.395214, 0.980083]	1	1	1	2
0	his	rms	B	arctic_a0129_rms	5	1.342	1.5319999	[0.258208]	0	0	0	0
2	breast	rms	B	arctic_a0129_rms	6	1.5319999	2.132	[0.883126]	1	2	2	1
0	.	rms	B	arctic_a0129_rms	7	2.132	0.0		0	0	0	0
0	.	slt	B	arctic_a0129_slt	0	0.0	0.0		0	0	0	0
0	.	slt	B	arctic_a0129_slt	1	0.0	0.1495		0	0	0	0
0	Her	slt	B	arctic_a0129_slt	2	0.1495	0.31200001		0	0	0	0
2	face	slt	B	arctic_a0129_slt	3	0.31200001	0.67449999	[0.901382]	1	2	2	2
0	was	slt	B	arctic_a0129_slt	4	0.67449999	0.85575002	[0.081133]	0	0	0	0
1	against	slt	B	arctic_a0129_slt	5	0.85575002	1.262	[0.074543, 0.234076]	1	0	1	0
0	his	slt	B	arctic_a0129_slt	6	1.262	1.40575	[0.052281]	0	0	0	0
2	breast	slt	B	arctic_a0129_slt	7	1.40575	1.8807499	[0.518502]	1	2	2	1
0	.	slt	B	arctic_a0129_slt	8	1.8807499	0.0		0	0	0	0
0	.	rms	B	arctic_a0130_rms	0	0.0	0.082000002		0	0	0	0
0	She	rms	B	arctic_a0130_rms	1	0.082000002	0.322		0	0	0	0
0	was	rms	B	arctic_a0130_rms	2	0.322	0.58200002	[0.604063]	1	0	0	0
2	his	rms	B	arctic_a0130_rms	3	0.58200002	0.81199998	[0.508681]	0	2	2	0
0	now	rms	B	arctic_a0130_rms	4	0.81199998	1.222	[1.034443]	1	0	0	2
2	forever	rms	B	arctic_a0130_rms	5	1.222	1.812	[0.742065, 0.524764, 0.850083]	2	1	2	1
0	.	rms	B	arctic_a0130_rms	6	1.812	0.0		0	0	0	0
0	.	slt	B	arctic_a0130_slt	0	0.0	0.15575001		0	0	0	0
0	She	slt	B	arctic_a0130_slt	1	0.15575001	0.39324999		0	1	0	3
0	was	slt	B	arctic_a0130_slt	2	0.39324999	0.60575002	[0.119358]	0	0	0	0
0	his	slt	B	arctic_a0130_slt	3	0.60575002	0.80575001	[0.106799]	0	0	0	0
2	now	slt	B	arctic_a0130_slt	4	0.80575001	1.20575	[0.997029]	1	1	3	1
0	.	slt	B	arctic_a0130_slt	5	1.20575	1.312		0	0	0	0
2	forever	slt	B	arctic_a0130_slt	6	1.312	1.96825	[0.195476, 0.653349, 0.289158]	1	2	2	2
0	.	slt	B	arctic_a0130_slt	7	1.96825	0.0		0	0	0	0
0	.	rms	B	arctic_a0131_rms	0	0.0	0.071999997		0	0	0	0
2	Providence	rms	B	arctic_a0131_rms	1	0.071999997	0.71200001	[0.597199, 0.85462]	1	1	3	2
0	had	rms	B	arctic_a0131_rms	2	0.71200001	0.87199998	[0.611348]	0	0	0	0
1	delivered	rms	B	arctic_a0131_rms	3	0.87199998	1.352	[0.64704, 0.08421, 0.9]	2	2	1	1
0	him	rms	B	arctic_a0131_rms	4	1.352	1.492	[0.404651]	0	0	0	0
1	through	rms	B	arctic_a0131_rms	5	1.492	1.742	[0.403716]	1	0	0	0
0	the	rms	B	arctic_a0131_rms	6	1.742	1.842	[0.139417]	0	0	0	0
2	maelstrom	rms	B	arctic_a0131_rms	7	1.842	2.652	[0.139417, 0.736457, 0.322074]	2	1	2	1
0	.	rms	B	arctic_a0131_rms	8	2.652	0.0		0	0	0	0
0	.	slt	B	arctic_a0131_slt	0	0.0	0.18075		0	0	0	0
2	Providence	slt	B	arctic_a0131_slt	1	0.18075	0.76200002	[0.104945, 0.321433]	1	2	2	1
0	had	slt	B	arctic_a0131_slt	2	0.76200002	0.88700002	[0.187758]	0	0	0	0
1	delivered	slt	B	arctic_a0131_slt	3	0.88700002	1.28075	[0.15671, 0.12467, 0.250217]	1	1	2	2
0	him	slt	B	arctic_a0131_slt	4	1.28075	1.4744999	[0.050177]	0	1	0	0
0	through	slt	B	arctic_a0131_slt	5	1.4744999	1.687	[0.272996]	1	0	0	0
0	the	slt	B	arctic_a0131_slt	6	1.687	1.76825	[0.106334]	0	0	0	0
2	maelstrom	slt	B	arctic_a0131_slt	7	1.76825	2.4182501	[0.244393, 0.07676]	1	0	2	1
0	.	slt	B	arctic_a0131_slt	8	2.4182501	0.0		0	0	0	0
0	.	rms	B	arctic_a0132_rms	0	0.0	0.102		0	0	0	0
0	A	rms	B	arctic_a0132_rms	1	0.102	0.162		0	0	0	0
1	cry	rms	B	arctic_a0132_rms	2	0.162	0.542	[0.996835]	1	0	1	1
0	of	rms	B	arctic_a0132_rms	3	0.542	0.64200002	[0.042886]	0	0	0	1
2	joy	rms	B	arctic_a0132_rms	4	0.64200002	1.052	[1.065049]	1	2	2	1
1	burst	rms	B	arctic_a0132_rms	5	1.052	1.522	[0.599927]	0	2	1	2
0	from	rms	B	arctic_a0132_rms	6	1.522	1.722	[0.049634]	0	0	0	0
1	Philip's	rms	B	arctic_a0132_rms	7	1.722	2.2320001	[0.058565, 0.010316]	1	0	0	1
2	lips	rms	B	arctic_a0132_rms	8	2.2320001	2.7420001	[0.164353]	1	0	2	1
0	.	rms	B	arctic_a0132_rms	9	2.7420001	0.0		0	0	0	0
0	.	slt	B	arctic_a0132_slt	0	0.0	0.074500002		0	0	0	0
0	A	slt	B	arctic_a0132_slt	1	0.074500002	0.14325		0	0	0	1
1	cry	slt	B	arctic_a0132_slt	2	0.14325	0.46825001	[0.958547, 0.089083]	1	2	2	1
0	of	slt	B	arctic_a0132_slt	3	0.46825001	0.56199998	[0.089083]	0	0	0	0
2	joy	slt	B	arctic_a0132_slt	4	0.56199998	0.88700002	[0.698643]	1	1	3	1
0	burst	slt	B	arctic_a0132_slt	5	0.88700002	1.212	[0.216182]	0	0	0	2
0	from	slt	B	arctic_a0132_slt	6	1.212	1.40575	[0.053955]	0	0	0	0
1	Philip's	slt	B	arctic_a0132_slt	7	1.40575	1.8745	[0.032666, 0.034807]	0	1	0	1
2	lips	slt	B	arctic_a0132_slt	8	1.8745	2.2119999	[0.125983]	1	0	1	1
0	.	slt	B	arctic_a0132_slt	9	2.2119999	0.0		0	0	0	0
0	.	rms	B	arctic_a0133_rms	0	0.0	0.032000002		0	0	0	0
2	Philip	rms	B	arctic_a0133_rms	1	0.032000002	0.48199999	[0.077217]	0	0	0	0
0	.	rms	B	arctic_a0133_rms	2	0.48199999	0.53200001		0	0	0	0
0	began	rms	B	arctic_a0133_rms	3	0.53200001	0.972	[0.618596, 0.958804]	1	0	0	2
0	to	rms	B	arctic_a0133_rms	4	0.972	1.082	[0.13207]	0	0	0	0
2	feel	rms	B	arctic_a0133_rms	5	1.082	1.522	[0.829993]	1	1	2	1
0	that	rms	B	arctic_a0133_rms	6	1.522	1.682	[0.105395]	0	0	0	0
0	he	rms	B	arctic_a0133_rms	7	1.682	1.852		0	0	0	0
0	had	rms	B	arctic_a0133_rms	8	1.852	2.0420001	[0.331065]	0	0	0	0
2	foolishly	rms	B	arctic_a0133_rms	9	2.0420001	2.852	[0.446816, 0.079878, 0.812005]	2	2	2	1
1	overestimated	rms	B	arctic_a0133_rms	10	2.852	3.802	[0.896778, 0.583417, 0.559383, 0.050647, 0.512531, 0.131467]	2	0	1	1
0	his	rms	B	arctic_a0133_rms	11	3.802	3.9920001	[0.223317]	1	0	0	0
2	strength	rms	B	arctic_a0133_rms	12	3.9920001	4.6919999	[0.450318]	1	1	2	1
0	.	rms	B	arctic_a0133_rms	13	4.6919999	0.0		0	0	0	0
0	.	slt	B	arctic_a0133_slt	0	0.0	0.0		0	0	0	0
0	.	slt	B	arctic_a0133_slt	1	0.0	0.093249999		0	0	0	0
2	Philip	slt	B	arctic_a0133_slt	2	0.093249999	0.4745	[0.262567]	1	2	2	2
0	began	slt	B	arctic_a0133_slt	3	0.4745	0.82450002	[0.189739, 1.052453]	1	0	0	0
0	to	slt	B	arctic_a0133_slt	4	0.82450002	0.94325	[0.112767]	0	0	0	0
2	feel	slt	B	arctic_a0133_slt	5	0.94325	1.237	[0.361125]	1	1	1	0
0	that	slt	B	arctic_a0133_slt	6	1.237	1.39325	[0.186886]	0	0	0	0
0	he	slt	B	arctic_a0133_slt	7	1.39325	1.51825	[0.232207]	1	0	0	0
0	had	slt	B	arctic_a0133_slt	8	1.51825	1.6245	[0.114408]	0	0	0	0
2	foolishly	slt	B	arctic_a0133_slt	9	1.6245	2.2932501	[0.111941, 0.08045, 0.912587]	1	1	1	1
2	overestimated	slt	B	arctic_a0133_slt	10	2.2932501	3.09325	[0.455679, 0.432075, 0.250723, 0.066663, 0.352333, 0.071296]	1	0	2	2
0	his	slt	B	arctic_a0133_slt	11	3.09325	3.2557499	[0.120675]	0	0	0	0
2	strength	slt	B	arctic_a0133_slt	12	3.2557499	3.83075	[0.29031]	1	1	2	1
0	.	slt	B	arctic_a0133_slt	13	3.83075	0.0		0	0	0	0
0	.	rms	B	arctic_a0134_rms	0	0.0	0.071999997		0	0	0	0
0	He	rms	B	arctic_a0134_rms	1	0.071999997	0.31200001		0	0	0	0
2	obeyed	rms	B	arctic_a0134_rms	2	0.31200001	0.852	[0.627633, 1.259251]	1	0	1	2
0	the	rms	B	arctic_a0134_rms	3	0.852	0.96200001	[0.041922]	0	0	0	0
2	pressure	rms	B	arctic_a0134_rms	4	0.96200001	1.492	[0.041922, 0.256039, 0.713991]	1	2	3	0
0	of	rms	B	arctic_a0134_rms	5	1.492	1.6619999	[0.58941]	0	0	0	0
1	her	rms	B	arctic_a0134_rms	6	1.6619999	1.952	[0.506443]	0	1	2	1
2	hand	rms	B	arctic_a0134_rms	7	1.952	2.4719999	[0.969091]	1	1	1	1
0	.	rms	B	arctic_a0134_rms	8	2.4719999	0.0		0	0	0	0
0	.	slt	B	arctic_a0134_slt	0	0.0	0.13075		0	0	0	0
0	He	slt	B	arctic_a0134_slt	1	0.13075	0.30575001		0	1	0	0
2	obeyed	slt	B	arctic_a0134_slt	2	0.30575001	0.73075002	[0.555589, 0.950981]	1	2	1	2
0	the	slt	B	arctic_a0134_slt	3	0.73075002	0.787	[0.061722]	0	0	0	0
2	pressure	slt	B	arctic_a0134_slt	4	0.787	1.29325	[0.061722, 0.361749, 0.609145]	1	1	2	2
0	of	slt	B	arctic_a0134_slt	5	1.29325	1.3745	[0.104905]	0	0	0	0
0	her	slt	B	arctic_a0134_slt	6	1.3745	1.512	[0.222557]	0	0	0	0
2	hand	slt	B	arctic_a0134_slt	7	1.512	2.0369999	[0.386779]	1	1	2	1
0	.	slt	B	arctic_a0134_slt	8	2.0369999	0.0		0	0	0	0
0	.	rms	B	arctic_a0135_rms	0	0.0	0.102		0	0	0	0
0	I	rms	B	arctic_a0135_rms	1	0.102	0.20200001		0	1	0	0
0	am	rms	B	arctic_a0135_rms	2	0.20200001	0.37200001	[0.669435]	1	0	0	0
0	going	rms	B	arctic_a0135_rms	3	0.37200001	0.65200001	[0.687038, 0.059663]	1	0	0	2
0	to	rms	B	arctic_a0135_rms	4	0.65200001	0.792	[0.028043]	0	0	0	1
2	surprise	rms	B	arctic_a0135_rms	5	0.792	1.372	[0.028043, 0.030207, 0.641354]	1	0	0	2
2	father	rms	B	arctic_a0135_rms	6	1.372	1.822	[0.9]	1	1	2	1
0	.	rms	B	arctic_a0135_rms	7	1.822	2.0320001		0	0	0	0
0	and	rms	B	arctic_a0135_rms	8	2.0320001	2.2620001	[0.239304]	0	0	0	0
2	you	rms	B	arctic_a0135_rms	9	2.2620001	2.372	[0.465937]	1	2	2	0
0	will	rms	B	arctic_a0135_rms	10	2.372	2.5220001	[0.080304]	0	0	0	0
0	go	rms	B	arctic_a0135_rms	11	2.5220001	2.7320001	[0.770655]	1	0	0	0
0	with	rms	B	arctic_a0135_rms	12	2.7320001	2.9619999	[0.086373]	0	0	0	0
2	Pierre	rms	B	arctic_a0135_rms	13	2.9619999	3.5320001	[0.838165, 0.236921]	1	1	2	3
0	.	rms	B	arctic_a0135_rms	14	3.5320001	0.0		0	0	0	0
0	.	slt	B	arctic_a0135_slt	0	0.0	0.0		0	0	0	0
0	.	slt	B	arctic_a0135_slt	1	0.0	0.19949999		0	0	0	0
0	I	slt	B	arctic_a0135_slt	2	0.19949999	0.33700001		0	0	0	0
0	am	slt	B	arctic_a0135_slt	3	0.33700001	0.46200001	[0.172682]	0	0	0	0
0	going	slt	B	arctic_a0135_slt	4	0.46200001	0.69325	[0.315771, 0.071005]	1	0	1	0
0	to	slt	B	arctic_a0135_slt	5	0.69325	0.80575001	[0.063714]	0	0	0	0
1	surprise	slt	B	arctic_a0135_slt	6	0.80575001	1.262	[0.261569, 0.423893]	0	0	1	2
2	father	slt	B	arctic_a0135_slt	7	1.262	1.7869999	[0.9, 0.300972]	1	2	2	1
0	and	slt	B	arctic_a0135_slt	8	1.7869999	1.95575	[0.108919]	0	0	0	0
1	you	slt	B	arctic_a0135_slt	9	1.95575	2.0557499	[0.043358]	0	0	0	0
0	will	slt	B	arctic_a0135_slt	10	2.0557499	2.1807499	[0.107538]	0	0	0	0
1	go	slt	B	arctic_a0135_slt	11	2.1807499	2.3557501	[0.277638]	1	0	1	1
0	with	slt	B	arctic_a0135_slt	12	2.3557501	2.51825	[0.055764]	0	0	0	1
2	Pierre	slt	B	arctic_a0135_slt	13	2.51825	3.0682499	[0.159787, 0.142803]	2	1	2	1
0	.	slt	B	arctic_a0135_slt	14	3.0682499	0.0		0	0	0	0
0	.	rms	B	arctic_a0136_rms	0	0.0	0.102		0	0	0	0
2	About	rms	B	arctic_a0136_rms	1	0.102	0.472	[1.088121]	1	2	1	0
0	him	rms	B	arctic_a0136_rms	2	0.472	0.75199997	[0.214482]	0	0	0	0
2	everywhere	rms	B	arctic_a0136_rms	3	0.75199997	1.402	[0.196081, 0.01586, 0.023171]	0	1	1	1
0	.	rms	B	arctic_a0136_rms	4	1.402	1.452		0	0	0	0
0	were	rms	B	arctic_a0136_rms	5	1.452	1.632	[0.114681]	0	0	0	0
0	the	rms	B	arctic_a0136_rms	6	1.632	1.7920001	[0.169072]	0	0	0	0
2	evidences	rms	B	arctic_a0136_rms	7	1.7920001	2.562	[0.278666, 0.092701, 0.152485, 0.090283]	2	1	2	2
0	of	rms	B	arctic_a0136_rms	8	2.562	2.852	[0.208576]	1	0	0	0
2	luxury	rms	B	arctic_a0136_rms	9	2.852	3.402	[0.16251, 0.160646, 0.100235]	2	0	2	1
0	and	rms	B	arctic_a0136_rms	10	3.402	3.7219999	[0.466243]	1	0	0	0
0	of	rms	B	arctic_a0136_rms	11	3.7219999	3.902	[0.188128]	0	0	0	0
2	age	rms	B	arctic_a0136_rms	12	3.902	4.4520001	[0.489341]	1	0	2	1
0	.	rms	B	arctic_a0136_rms	13	4.4520001	0.0		0	0	0	0
0	.	slt	B	arctic_a0136_slt	0	0.0	0.19949999		0	0	0	0
0	About	slt	B	arctic_a0136_slt	1	0.19949999	0.56199998	[1.295254]	1	2	1	1
0	him	slt	B	arctic_a0136_slt	2	0.56199998	0.75575	[0.319266]	0	0	0	3
0	.	slt	B	arctic_a0136_slt	3	0.75575	0.0		0	0	0	0
0	.	slt	B	arctic_a0136_slt	4	0.0	1.05575	[1.295254, 0.319266]	1	0	0	0
2	everywhere	slt	B	arctic_a0136_slt	5	1.05575	1.70575	[0.40548, 0.225633, 0.141685]	1	2	3	2
0	.	slt	B	arctic_a0136_slt	6	1.70575	1.762		0	0	0	0
0	were	slt	B	arctic_a0136_slt	7	1.762	1.86825	[0.122085]	0	0	0	0
0	the	slt	B	arctic_a0136_slt	8	1.86825	1.9995	[0.193767]	0	0	0	0
2	evidences	slt	B	arctic_a0136_slt	9	1.9995	2.6057501	[0.352591, 0.277905, 0.164276, 0.680397]	2	1	2	1
0	of	slt	B	arctic_a0136_slt	10	2.6057501	2.6932499	[0.078501]	0	0	0	0
2	luxury	slt	B	arctic_a0136_slt	11	2.6932499	3.2744999	[0.421632, 0.233249, 0.4669]	2	2	2	1
0	and	slt	B	arctic_a0136_slt	12	3.2744999	3.487	[0.190488]	0	0	0	0
0	of	slt	B	arctic_a0136_slt	13	3.487	3.58075	[0.08154]	0	0	0	0
2	age	slt	B	arctic_a0136_slt	14	3.58075	4.0869999	[0.571582]	1	1	2	1
0	.	slt	B	arctic_a0136_slt	15	4.0869999	0.0		0	0	0	0
0	.	rms	B	arctic_a0137_rms	0	0.0	0.092		0	0	0	0
0	Then	rms	B	arctic_a0137_rms	1	0.092	0.472		0	1	1	0
0	he	rms	B	arctic_a0137_rms	2	0.472	0.602	[0.353693]	0	0	0	0
1	stepped	rms	B	arctic_a0137_rms	3	0.602	1.012	[0.271001]	0	0	0	1
2	back	rms	B	arctic_a0137_rms	4	1.012	1.472	[1.100904]	1	1	2	2
0	with	rms	B	arctic_a0137_rms	5	1.472	1.712	[0.074599]	0	0	0	0
0	a	rms	B	arctic_a0137_rms	6	1.712	1.762	[0.08857]	0	0	0	0
1	low	rms	B	arctic_a0137_rms	7	1.762	1.982	[0.08857]	0	0	0	0
2	cry	rms	B	arctic_a0137_rms	8	1.982	2.5320001	[0.903986]	1	0	1	1
0	of	rms	B	arctic_a0137_rms	9	2.5320001	2.7119999	[0.215365]	0	0	0	0
2	pleasure	rms	B	arctic_a0137_rms	10	2.7119999	3.132	[0.175582, 0.020775]	1	2	2	1
0	.	rms	B	arctic_a0137_rms	11	3.132	0.0		0	0	0	0
0	.	slt	B	arctic_a0137_slt	0	0.0	0.11825		0	0	0	0
0	Then	slt	B	arctic_a0137_slt	1	0.11825	0.3495		0	0	1	0
0	he	slt	B	arctic_a0137_slt	2	0.3495	0.48074999	[0.280309]	1	0	0	0
0	stepped	slt	B	arctic_a0137_slt	3	0.48074999	0.8495	[0.257063]	0	2	0	2
2	back	slt	B	arctic_a0137_slt	4	0.8495	1.1995	[0.920452]	1	2	2	1
0	with	slt	B	arctic_a0137_slt	5	1.1995	1.34325	[0.037036]	0	0	0	0
0	a	slt	B	arctic_a0137_slt	6	1.34325	1.3745	[0.059373]	0	0	0	0
1	low	slt	B	arctic_a0137_slt	7	1.3745	1.66825	[0.262972]	0	0	0	0
2	cry	slt	B	arctic_a0137_slt	8	1.66825	2.0369999	[0.543613]	1	0	1	1
0	of	slt	B	arctic_a0137_slt	9	2.0369999	2.1619999	[0.041664]	0	0	0	0
2	pleasure	slt	B	arctic_a0137_slt	10	2.1619999	2.737	[0.159822, 0.15878]	2	0	2	1
0	.	slt	B	arctic_a0137_slt	11	2.737	0.0		0	0	0	0
0	.	rms	B	arctic_a0138_rms	0	0.0	0.102		0	0	0	0
0	In	rms	B	arctic_a0138_rms	1	0.102	0.27200001		0	1	0	0
0	the	rms	B	arctic_a0138_rms	2	0.27200001	0.33199999	[0.015922]	0	0	0	0
2	picture	rms	B	arctic_a0138_rms	3	0.33199999	0.84200001	[0.015922, 0.140035, 0.300392]	1	0	2	2
0	he	rms	B	arctic_a0138_rms	4	0.84200001	0.98199999	[0.080233]	0	0	0	0
0	saw	rms	B	arctic_a0138_rms	5	0.98199999	1.312	[0.635345]	1	1	0	0
1	each	rms	B	arctic_a0138_rms	6	1.312	1.602	[0.338199]	0	1	0	1
2	moment	rms	B	arctic_a0138_rms	7	1.602	2.132	[0.234161, 0.247564]	2	1	2	2
0	a	rms	B	arctic_a0138_rms	8	2.132	2.1819999	[0.107515]	0	0	0	0
1	greater	rms	B	arctic_a0138_rms	9	2.1819999	2.5020001	[0.538736, 0.030472]	1	1	0	1
2	resemblance	rms	B	arctic_a0138_rms	10	2.5020001	3.1719999	[0.030472, 0.073859, 0.429488, 0.045892]	1	2	1	1
0	to	rms	B	arctic_a0138_rms	11	3.1719999	3.302	[0.034736]	0	0	0	0
2	Jeanne	rms	B	arctic_a0138_rms	12	3.302	3.842	[0.337704]	1	2	2	1
0	.	rms	B	arctic_a0138_rms	13	3.842	0.0		0	0	0	0
0	.	slt	B	arctic_a0138_slt	0	0.0	0.19949999		0	0	0	0
0	In	slt	B	arctic_a0138_slt	1	0.19949999	0.32449999		0	0	0	0
0	the	slt	B	arctic_a0138_slt	2	0.32449999	0.38075	[0.186508]	0	0	0	0
2	picture	slt	B	arctic_a0138_slt	3	0.38075	0.83074999	[0.186508, 0.428766, 0.34085]	1	2	2	1
0	he	slt	B	arctic_a0138_slt	4	0.83074999	0.94950002	[0.200493]	0	0	0	0
0	saw	slt	B	arctic_a0138_slt	5	0.94950002	1.24325	[0.925643]	1	0	0	1
1	each	slt	B	arctic_a0138_slt	6	1.24325	1.562	[0.74035]	1	1	0	0
2	moment	slt	B	arctic_a0138_slt	7	1.562	1.95575	[0.34165, 0.190101]	0	0	2	0
0	a	slt	B	arctic_a0138_slt	8	1.95575	1.99325	[0.241711]	0	0	0	0
