todd	word	voice	batch	file	interval_no	onset	offset	tag1	tagger	mallory	joe	david
0	chiefly	slt	A	arctic_a0024_slt	9	2.0244999	2.51825	[0.23293, 0.583203, 0.125927]	1	2	1	2
0	induced	slt	A	arctic_a0024_slt	10	2.51825	2.9245	[0.125927, 0.198267]	1	0	1	1
0	people	slt	A	arctic_a0024_slt	11	2.9245	3.20575	[0.064352, 0.020958]	0	0	0	1
0	to	slt	A	arctic_a0024_slt	12	3.20575	3.3182499	[0.031557]	0	0	0	0
1	buy	slt	A	arctic_a0024_slt	13	3.3182499	3.7620001	[0.931656]	1	0	1	2
0	.	slt	A	arctic_a0024_slt	14	3.7620001	0.0		0	0	0	0
0	.	rms	A	arctic_a0025_rms	0	0.0	0.112		0	0	0	0
0	I	rms	A	arctic_a0025_rms	1	0.112	0.23199999	[0.702253]	1	0	0	0
0	was	rms	A	arctic_a0025_rms	2	0.23199999	0.40200001	[0.220232]	0	0	0	0
2	about	rms	A	arctic_a0025_rms	3	0.40200001	0.68199998	[0.158211, 1.203902]	1	2	1	1
0	to	rms	A	arctic_a0025_rms	4	0.68199998	0.792	[0.114352]	0	0	0	0
0	do	rms	A	arctic_a0025_rms	5	0.792	1.012	[0.114352, 0.977519]	1	0	1	2
0	this	rms	A	arctic_a0025_rms	6	1.012	1.302	[0.412271]	0	0	0	0
0	when	rms	A	arctic_a0025_rms	7	1.302	1.572	[0.050117]	0	0	0	0
1	cooler	rms	A	arctic_a0025_rms	8	1.572	1.962	[0.067537, 0.362044]	0	1	1	2
1	judgment	rms	A	arctic_a0025_rms	9	1.962	2.4820001	[0.70784, 0.023451]	1	1	1	1
0	prevailed	rms	A	arctic_a0025_rms	10	2.4820001	3.132	[0.01869, 0.973974]	1	1	0	2
0	.	rms	A	arctic_a0025_rms	11	3.132	0.0		0	0	0	0
0	.	slt	A	arctic_a0025_slt	0	0.0	0.0		0	0	0	0
0	.	slt	A	arctic_a0025_slt	1	0.0	0.20575		0	0	0	0
0	I	slt	A	arctic_a0025_slt	2	0.20575	0.29949999	[0.638028]	1	0	0	0
0	was	slt	A	arctic_a0025_slt	3	0.29949999	0.49325001	[0.142213]	0	0	0	0
2	about	slt	A	arctic_a0025_slt	4	0.49325001	0.80575001	[0.139403, 0.906903]	1	2	1	1
0	to	slt	A	arctic_a0025_slt	5	0.80575001	0.92449999	[0.091684]	0	1	0	0
0	do	slt	A	arctic_a0025_slt	6	0.92449999	1.112	[0.79141]	1	1	1	1
0	this	slt	A	arctic_a0025_slt	7	1.112	1.362	[0.305115]	0	1	1	0
0	when	slt	A	arctic_a0025_slt	8	1.362	1.51825	[0.058526]	0	0	0	0
0	cooler	slt	A	arctic_a0025_slt	9	1.51825	1.8807499	[0.114552, 0.099232]	0	1	0	1
0	judgment	slt	A	arctic_a0025_slt	10	1.8807499	2.3557501	[0.496528, 0.151489]	1	0	0	1
2	prevailed	slt	A	arctic_a0025_slt	11	2.3557501	2.96825	[0.049783, 0.711033]	1	0	1	2
0	.	slt	A	arctic_a0025_slt	12	2.96825	0.0		0	0	0	0
0	.	rms	A	arctic_a0026_rms	0	0.0	0.102		0	0	0	0
0	It	rms	A	arctic_a0026_rms	1	0.102	0.212	[0.357625]	0	0	0	0
2	occurred	rms	A	arctic_a0026_rms	2	0.212	0.59200001	[0.746914, 0.887397]	1	2	1	2
0	to	rms	A	arctic_a0026_rms	3	0.59200001	0.70200002	[0.037743]	0	0	0	0
0	me	rms	A	arctic_a0026_rms	4	0.70200002	0.93199998	[0.037743, 0.519598]	1	0	0	0
0	that	rms	A	arctic_a0026_rms	5	0.93199998	1.132	[0.038437]	0	0	0	0
0	there	rms	A	arctic_a0026_rms	6	1.132	1.242	[0.117775]	0	0	0	0
0	would	rms	A	arctic_a0026_rms	7	1.242	1.4119999	[0.297636]	0	0	0	0
1	have	rms	A	arctic_a0026_rms	8	1.4119999	1.652	[0.555435]	1	0	1	1
0	to	rms	A	arctic_a0026_rms	9	1.652	1.752	[0.082567]	0	0	0	0
0	be	rms	A	arctic_a0026_rms	10	1.752	2.062	[0.082567, 0.923252]	1	0	0	0
0	an	rms	A	arctic_a0026_rms	11	2.062	2.152	[0.285128]	0	0	0	0
1	accounting	rms	A	arctic_a0026_rms	12	2.152	2.7620001	[0.057038, 0.47573, 0.192441]	1	1	0	2
0	.	rms	A	arctic_a0026_rms	13	2.7620001	0.0		0	0	0	0
0	.	slt	A	arctic_a0026_slt	0	0.0	0.20575		0	0	0	0
0	It	slt	A	arctic_a0026_slt	1	0.20575	0.32449999	[0.249515]	1	0	0	0
2	occurred	slt	A	arctic_a0026_slt	2	0.32449999	0.65574998	[0.173472, 0.983469]	1	2	1	2
0	to	slt	A	arctic_a0026_slt	3	0.65574998	0.75575	[0.120993]	0	0	0	0
0	me	slt	A	arctic_a0026_slt	4	0.75575	0.96200001	[0.347591]	1	0	0	1
0	that	slt	A	arctic_a0026_slt	5	0.96200001	1.112	[0.205699]	0	0	0	0
1	there	slt	A	arctic_a0026_slt	6	1.112	1.28075	[0.202488]	0	1	0	0
0	would	slt	A	arctic_a0026_slt	7	1.28075	1.43075	[0.152347]	0	1	0	0
1	have	slt	A	arctic_a0026_slt	8	1.43075	1.65575	[0.557785]	1	1	1	1
0	to	slt	A	arctic_a0026_slt	9	1.65575	1.76825	[0.088074]	0	0	0	0
0	be	slt	A	arctic_a0026_slt	10	1.76825	1.9245	[0.299304]	1	0	0	0
0	an	slt	A	arctic_a0026_slt	11	1.9245	2.0432501	[0.152745]	0	0	0	0
2	accounting	slt	A	arctic_a0026_slt	12	2.0432501	2.6370001	[0.094289, 0.453783, 0.22748]	1	1	1	2
0	.	slt	A	arctic_a0026_slt	13	2.6370001	0.0		0	0	0	0
0	.	rms	A	arctic_a0027_rms	0	0.0	0.061999999		0	0	0	0
0	To	rms	A	arctic_a0027_rms	1	0.061999999	0.182	[0.019004]	0	0	0	0
2	my	rms	A	arctic_a0027_rms	2	0.182	0.34200001	[0.019004, 0.42596]	1	0	1	0
0	surprise	rms	A	arctic_a0027_rms	3	0.34200001	1.022	[0.122268, 1.031776]	1	0	2	2
0	he	rms	A	arctic_a0027_rms	4	1.022	1.082	[0.031107]	0	0	0	0
0	began	rms	A	arctic_a0027_rms	5	1.082	1.432	[0.112916, 0.381185]	1	1	0	1
0	to	rms	A	arctic_a0027_rms	6	1.432	1.522	[0.056965]	0	0	0	0
0	show	rms	A	arctic_a0027_rms	7	1.522	1.842	[0.056965, 0.389144]	1	1	0	1
2	actual	rms	A	arctic_a0027_rms	8	1.842	2.2720001	[0.405077, 0.030675, 0.031411]	1	1	1	1
1	enthusiasm	rms	A	arctic_a0027_rms	9	2.2720001	3.152	[0.031411, 0.068489, 0.483703, 0.238818, 0.247091, 0.053892]	1	1	1	2
0	in	rms	A	arctic_a0027_rms	10	3.152	3.2620001	[0.072096]	0	0	0	0
0	my	rms	A	arctic_a0027_rms	11	3.2620001	3.4419999	[0.234444]	1	0	0	1
0	favor	rms	A	arctic_a0027_rms	12	3.4419999	3.902	[0.262518, 0.196021]	1	0	0	2
0	.	rms	A	arctic_a0027_rms	13	3.902	0.0		0	0	0	0
0	.	slt	A	arctic_a0027_slt	0	0.0	0.0		0	0	0	0
0	.	slt	A	arctic_a0027_slt	1	0.0	0.18075		0	0	0	0
0	To	slt	A	arctic_a0027_slt	2	0.18075	0.28075001	[0.013156]	0	0	0	0
2	my	slt	A	arctic_a0027_slt	3	0.28075001	0.49950001	[0.013156, 0.999373]	1	2	1	0
2	surprise	slt	A	arctic_a0027_slt	4	0.49950001	1.012	[0.031305, 0.94025]	1	2	1	2
0	he	slt	A	arctic_a0027_slt	5	1.012	1.11825	[0.064064]	0	0	0	0
0	began	slt	A	arctic_a0027_slt	6	1.11825	1.45575	[0.22991, 0.220743]	1	0	1	0
0	to	slt	A	arctic_a0027_slt	7	1.45575	1.55575	[0.024894]	0	0	0	0
0	show	slt	A	arctic_a0027_slt	8	1.55575	1.84325	[0.024894, 0.621401]	0	0	0	0
1	actual	slt	A	arctic_a0027_slt	9	1.84325	2.3557501	[1.087607, 0.197816, 0.031569, 0.040123]	1	0	1	1
1	enthusiasm	slt	A	arctic_a0027_slt	10	2.3557501	3.112	[0.040123, 0.317451, 0.205892, 0.26837, 0.067804]	1	1	0	2
0	in	slt	A	arctic_a0027_slt	11	3.112	3.20575	[0.051891]	0	0	0	0
0	my	slt	A	arctic_a0027_slt	12	3.20575	3.39325	[0.246791]	0	0	0	0
0	favor	slt	A	arctic_a0027_slt	13	3.39325	3.9495001	[0.341867, 0.269213]	1	0	0	2
0	.	slt	A	arctic_a0027_slt	14	3.9495001	0.0		0	0	0	0
0	.	rms	A	arctic_a0028_rms	0	0.0	0.112		0	0	0	0
2	Robbery	rms	A	arctic_a0028_rms	1	0.112	0.76200002	[1.002357, 0.448562, 0.138411]	1	1	1	2
2	bribery	rms	A	arctic_a0028_rms	2	0.76200002	1.552	[0.88505, 0.299721, 0.208039]	1	1	1	2
2	fraud	rms	A	arctic_a0028_rms	3	1.552	2.1919999	[0.97457]	1	1	1	2
0	.	rms	A	arctic_a0028_rms	4	2.1919999	0.0		0	0	0	0
0	.	slt	A	arctic_a0028_slt	0	0.0	0.212		0	0	0	0
2	Robbery	slt	A	arctic_a0028_slt	1	0.212	0.76200002	[0.593508, 0.208445, 0.312877]	1	1	0	2
2	bribery	slt	A	arctic_a0028_slt	2	0.76200002	1.58075	[0.496142, 0.19299, 0.360001]	1	1	1	2
2	fraud	slt	A	arctic_a0028_slt	3	1.58075	2.2432499	[0.915812]	1	1	0	2
0	.	slt	A	arctic_a0028_slt	4	2.2432499	0.0		0	0	0	0
0	.	rms	A	arctic_a0029_rms	0	0.0	0.071999997		0	0	0	0
0	Their	rms	A	arctic_a0029_rms	1	0.071999997	0.27200001	[0.677815]	1	0	0	0
2	forces	rms	A	arctic_a0029_rms	2	0.27200001	0.82200003	[0.383467, 0.290397]	0	2	1	2
0	were	rms	A	arctic_a0029_rms	3	0.82200003	0.99199998	[0.544764]	0	0	0	0
0	already	rms	A	arctic_a0029_rms	4	0.99199998	1.382	[0.9, 0.072567, 0.369888]	1	0	1	0
2	moving	rms	A	arctic_a0029_rms	5	1.382	1.852	[0.56816, 0.229616]	1	0	1	2
0	into	rms	A	arctic_a0029_rms	6	1.852	2.072	[0.215786, 0.049926]	0	1	0	0
0	the	rms	A	arctic_a0029_rms	7	2.072	2.142	[0.046157]	0	0	0	0
2	north	rms	A	arctic_a0029_rms	8	2.142	2.4119999	[0.046157, 0.493674]	1	1	1	1
2	country	rms	A	arctic_a0029_rms	9	2.4119999	2.9619999	[0.476287, 0.123129]	1	0	0	2
0	.	rms	A	arctic_a0029_rms	10	2.9619999	0.0		0	0	0	0
0	.	slt	A	arctic_a0029_slt	0	0.0	0.1745		0	0	0	0
0	Their	slt	A	arctic_a0029_slt	1	0.1745	0.31825	[0.192519]	0	0	1	0
2	forces	slt	A	arctic_a0029_slt	2	0.31825	0.82450002	[0.620489, 0.751202]	1	1	2	1
0	were	slt	A	arctic_a0029_slt	3	0.82450002	1.0245	[0.9]	1	0	0	0
2	already	slt	A	arctic_a0029_slt	4	1.0245	1.387	[0.629578, 0.322175, 0.23188]	0	0	0	0
1	moving	slt	A	arctic_a0029_slt	5	1.387	1.7869999	[0.262079, 0.165007]	1	1	1	1
0	into	slt	A	arctic_a0029_slt	6	1.7869999	1.98075	[0.088085, 0.171149]	1	0	0	0
0	the	slt	A	arctic_a0029_slt	7	1.98075	2.09325	[0.077062]	0	0	0	0
2	north	slt	A	arctic_a0029_slt	8	2.09325	2.3682499	[0.077062, 0.248699]	0	0	0	2
1	country	slt	A	arctic_a0029_slt	9	2.3682499	2.937	[0.32809, 0.338416]	1	0	0	1
0	.	slt	A	arctic_a0029_slt	10	2.937	0.0		0	0	0	0
0	.	rms	A	arctic_a0030_rms	0	0.0	0.102		0	0	0	0
0	I	rms	A	arctic_a0030_rms	1	0.102	0.23199999	[0.524469]	0	0	0	0
0	had	rms	A	arctic_a0030_rms	2	0.23199999	0.442	[0.945127]	1	0	0	0
2	faith	rms	A	arctic_a0030_rms	3	0.442	0.82200003	[0.856357]	1	2	1	2
0	in	rms	A	arctic_a0030_rms	4	0.82200003	0.972	[0.160489]	0	0	0	0
1	them	rms	A	arctic_a0030_rms	5	0.972	1.332	[0.268783]	1	0	0	1
0	.	rms	A	arctic_a0030_rms	6	1.332	0.0		0	0	0	0
0	.	slt	A	arctic_a0030_slt	0	0.0	0.0		0	0	0	0
0	.	slt	A	arctic_a0030_slt	1	0.0	0.19949999		0	0	0	0
0	I	slt	A	arctic_a0030_slt	2	0.19949999	0.287	[0.9]	1	0	1	0
1	had	slt	A	arctic_a0030_slt	3	0.287	0.48074999	[0.347487]	0	0	1	0
2	faith	slt	A	arctic_a0030_slt	4	0.48074999	0.83074999	[0.838762]	1	1	1	2
0	in	slt	A	arctic_a0030_slt	5	0.83074999	0.95574999	[0.071718]	0	1	0	0
1	them	slt	A	arctic_a0030_slt	6	0.95574999	1.2995	[0.617638]	1	1	1	1
0	.	slt	A	arctic_a0030_slt	7	1.2995	0.0		0	0	0	0
0	.	rms	A	arctic_a0031_rms	0	0.0	0.092		0	0	0	0
0	They	rms	A	arctic_a0031_rms	1	0.092	0.292	[0.915814]	1	0	1	0
0	were	rms	A	arctic_a0031_rms	2	0.292	0.442	[0.640468]	0	0	0	0
1	three	rms	A	arctic_a0031_rms	3	0.442	0.722	[0.51082]	0	1	1	1
1	hundred	rms	A	arctic_a0031_rms	4	0.722	1.062	[0.539301, 0.046234]	1	1	0	0
2	yards	rms	A	arctic_a0031_rms	5	1.062	1.512	[0.189676]	1	0	1	2
2	apart	rms	A	arctic_a0031_rms	6	1.512	2.0120001	[0.11537, 0.166482]	1	1	0	2
0	.	rms	A	arctic_a0031_rms	7	2.0120001	0.0		0	0	0	0
0	.	slt	A	arctic_a0031_slt	0	0.0	0.15575001		0	0	0	0
0	They	slt	A	arctic_a0031_slt	1	0.15575001	0.28075001	[0.523591]	1	0	0	0
0	were	slt	A	arctic_a0031_slt	2	0.28075001	0.42449999	[0.322247]	0	0	0	0
2	three	slt	A	arctic_a0031_slt	3	0.42449999	0.71200001	[1.187146]	1	1	2	1
0	hundred	slt	A	arctic_a0031_slt	4	0.71200001	1.08075	[0.450928, 0.423075]	0	1	0	1
1	yards	slt	A	arctic_a0031_slt	5	1.08075	1.4119999	[0.944137]	1	1	0	2
0	apart	slt	A	arctic_a0031_slt	6	1.4119999	1.8494999	[0.127867, 0.502173]	1	1	1	2
0	.	slt	A	arctic_a0031_slt	7	1.8494999	0.0		0	0	0	0
0	.	rms	A	arctic_a0032_rms	0	0.0	0.071999997		0	0	0	0
0	Since	rms	A	arctic_a0032_rms	1	0.071999997	0.50199997	[0.339152]	0	0	1	0
1	then	rms	A	arctic_a0032_rms	2	0.50199997	0.80199999	[0.981639]	1	2	1	1
0	some	rms	A	arctic_a0032_rms	3	0.80199999	1.0420001	[0.224768]	0	0	0	0
0	mysterious	rms	A	arctic_a0032_rms	4	1.0420001	1.652	[0.126357, 0.168047, 0.172349, 0.164143]	1	1	1	1
2	force	rms	A	arctic_a0032_rms	5	1.652	2.112	[0.331877]	1	1	1	1
0	has	rms	A	arctic_a0032_rms	6	2.112	2.352	[0.325757]	1	0	0	0
0	been	rms	A	arctic_a0032_rms	7	2.352	2.552	[0.17627]	0	0	0	0
2	fighting	rms	A	arctic_a0032_rms	8	2.552	2.9920001	[0.482893, 0.164916]	1	1	1	2
1	us	rms	A	arctic_a0032_rms	9	2.9920001	3.2520001	[0.29948]	0	0	0	0
0	at	rms	A	arctic_a0032_rms	10	3.2520001	3.332	[0.369062]	1	0	0	0
0	every	rms	A	arctic_a0032_rms	11	3.332	3.5420001	[0.184385, 0.26523, 0.113565]	1	0	0	1
2	step	rms	A	arctic_a0032_rms	12	3.5420001	4.0219998	[0.556176]	1	1	1	1
0	.	rms	A	arctic_a0032_rms	13	4.0219998	0.0		0	0	0	0
0	.	slt	A	arctic_a0032_slt	0	0.0	0.086999997		0	0	0	0
0	Since	slt	A	arctic_a0032_slt	1	0.086999997	0.44325	[0.215165]	0	0	0	0
1	then	slt	A	arctic_a0032_slt	2	0.44325	0.7245	[0.911087]	1	0	2	1
0	some	slt	A	arctic_a0032_slt	3	0.7245	0.96824998	[0.16496]	0	0	0	0
1	mysterious	slt	A	arctic_a0032_slt	4	0.96824998	1.5682499	[0.044157, 0.07223, 0.180232, 0.071511]	1	1	1	1
2	force	slt	A	arctic_a0032_slt	5	1.5682499	1.91825	[0.416111]	1	1	1	1
0	has	slt	A	arctic_a0032_slt	6	1.91825	2.0869999	[0.095569]	0	0	0	0
0	been	slt	A	arctic_a0032_slt	7	2.0869999	2.2495	[0.084024]	0	0	0	0
2	fighting	slt	A	arctic_a0032_slt	8	2.2495	2.6245	[0.527509, 0.06874]	1	1	1	2
0	us	slt	A	arctic_a0032_slt	9	2.6245	2.83075	[0.247516]	1	0	0	0
0	at	slt	A	arctic_a0032_slt	10	2.83075	2.9119999	[0.138406]	0	0	0	0
0	every	slt	A	arctic_a0032_slt	11	2.9119999	3.2307501	[0.2031, 0.139735, 0.147723]	1	0	0	1
2	step	slt	A	arctic_a0032_slt	12	3.2307501	3.64325	[0.467131]	1	0	1	1
0	.	slt	A	arctic_a0032_slt	13	3.64325	0.0		0	0	0	0
0	.	rms	A	arctic_a0033_rms	0	0.0	0.082000002		0	0	0	0
0	He	rms	A	arctic_a0033_rms	1	0.082000002	0.292	[0.479814]	1	0	0	0
2	unfolded	rms	A	arctic_a0033_rms	2	0.292	0.92199999	[0.446503, 0.269857, 0.413976, 0.072139]	1	1	1	2
0	a	rms	A	arctic_a0033_rms	3	0.92199999	0.95200002	[0.072139]	0	0	0	0
0	long	rms	A	arctic_a0033_rms	4	0.95200002	1.2920001	[0.072139, 0.908081]	1	0	0	1
0	typewritten	rms	A	arctic_a0033_rms	5	1.2920001	1.9119999	[0.644082, 0.04148, 0.020814]	1	0	0	1
2	letter	rms	A	arctic_a0033_rms	6	1.9119999	2.362	[0.724808]	1	2	2	2
0	and	rms	A	arctic_a0033_rms	7	2.362	2.652	[0.273836]	0	0	0	0
0	handed	rms	A	arctic_a0033_rms	8	2.652	3.0420001	[0.876695, 0.157431]	1	1	1	2
0	it	rms	A	arctic_a0033_rms	9	3.0420001	3.102	[0.125152]	0	0	0	0
0	to	rms	A	arctic_a0033_rms	10	3.102	3.2019999	[0.02306]	0	0	0	0
1	Gregson	rms	A	arctic_a0033_rms	11	3.2019999	3.842	[0.02306, 0.473507, 0.182525]	1	1	1	1
0	.	rms	A	arctic_a0033_rms	12	3.842	0.0		0	0	0	0
0	.	slt	A	arctic_a0033_slt	0	0.0	0.14325		0	0	0	0
0	He	slt	A	arctic_a0033_slt	1	0.14325	0.33074999	[0.310611]	0	0	0	0
1	unfolded	slt	A	arctic_a0033_slt	2	0.33074999	0.91825002	[0.498443, 0.086491, 0.528622]	1	1	1	1
0	a	slt	A	arctic_a0033_slt	3	0.91825002	0.96824998	[0.142926]	0	0	0	0
0	long	slt	A	arctic_a0033_slt	4	0.96824998	1.36825	[1.057201]	1	0	1	2
1	typewritten	slt	A	arctic_a0033_slt	5	1.36825	1.862	[0.553101, 0.122431, 0.050929]	0	2	0	1
2	letter	slt	A	arctic_a0033_slt	6	1.862	2.2307501	[0.424599, 0.577168]	1	1	0	2
0	and	slt	A	arctic_a0033_slt	7	2.2307501	2.312	[0.061746]	0	0	0	0
0	handed	slt	A	arctic_a0033_slt	8	2.312	2.6494999	[0.258975, 0.158143]	1	1	0	1
0	it	slt	A	arctic_a0033_slt	9	2.6494999	2.7744999	[0.170283]	0	0	0	0
0	to	slt	A	arctic_a0033_slt	10	2.7744999	2.8745	[0.08551]	0	0	0	0
1	Gregson	slt	A	arctic_a0033_slt	11	2.8745	3.4932499	[0.230589, 0.12242]	1	0	1	2
0	.	slt	A	arctic_a0033_slt	12	3.4932499	0.0		0	0	0	0
0	.	rms	A	arctic_a0034_rms	0	0.0	0.092		0	0	0	0
0	Men	rms	A	arctic_a0034_rms	1	0.092	0.322	[0.824922, 0.158018]	1	0	0	1
0	of	rms	A	arctic_a0034_rms	2	0.322	0.40200001	[0.158018]	0	0	0	0
2	Selden's	rms	A	arctic_a0034_rms	3	0.40200001	1.092	[0.518276, 0.273313]	1	2	1	1
1	stamp	rms	A	arctic_a0034_rms	4	1.092	1.562	[0.9]	1	2	2	2
0	dont	rms	A	arctic_a0034_rms	5	1.562	1.7920001	[0.419158]	0	0	0	0
0	stop	rms	A	arctic_a0034_rms	6	1.7920001	2.142	[0.499564]	1	0	1	2
0	at	rms	A	arctic_a0034_rms	7	2.142	2.2119999	[0.20368]	0	0	0	0
0	women	rms	A	arctic_a0034_rms	8	2.2119999	2.552	[0.051458, 0.099368]	1	0	0	2
0	and	rms	A	arctic_a0034_rms	9	2.552	2.652	[0.052303]	0	0	0	0
0	children	rms	A	arctic_a0034_rms	10	2.652	3.2019999	[0.038071, 0.184782]	1	0	1	2
0	.	rms	A	arctic_a0034_rms	11	3.2019999	0.0		0	0	0	0
0	.	slt	A	arctic_a0034_slt	0	0.0	0.0		0	0	0	0
0	.	slt	A	arctic_a0034_slt	1	0.0	0.18700001		0	0	0	0
0	Men	slt	A	arctic_a0034_slt	2	0.18700001	0.39950001	[0.1907]	1	0	0	0
0	of	slt	A	arctic_a0034_slt	3	0.39950001	0.4745	[0.149708]	0	0	0	0
2	Selden's	slt	A	arctic_a0034_slt	4	0.4745	0.99949998	[0.436598, 0.064819]	1	2	2	2
0	stamp	slt	A	arctic_a0034_slt	5	0.99949998	1.43075	[0.561278]	1	1	0	1
0	dont	slt	A	arctic_a0034_slt	6	1.43075	1.65575	[0.213298]	0	0	0	0
0	stop	slt	A	arctic_a0034_slt	7	1.65575	2.01825	[0.901289]	1	0	2	2
0	at	slt	A	arctic_a0034_slt	8	2.01825	2.1245	[0.072569]	0	0	0	0
0	women	slt	A	arctic_a0034_slt	9	2.1245	2.4182501	[0.025225, 0.046313]	0	1	0	2
0	and	slt	A	arctic_a0034_slt	10	2.4182501	2.5369999	[0.07925]	1	0	0	0
0	children	slt	A	arctic_a0034_slt	11	2.5369999	3.08075	[0.07478, 0.037432]	1	1	0	2
0	.	slt	A	arctic_a0034_slt	12	3.08075	0.0		0	0	0	0
0	.	rms	A	arctic_a0035_rms	0	0.0	0.071999997		0	0	0	0
0	He	rms	A	arctic_a0035_rms	1	0.071999997	0.20200001	[0.159185]	0	0	0	0
2	stopped	rms	A	arctic_a0035_rms	2	0.20200001	0.81199998	[0.690612]	1	2	2	2
0	and	rms	A	arctic_a0035_rms	3	0.81199998	1.022	[0.065473]	0	0	0	0
0	Philip	rms	A	arctic_a0035_rms	4	1.022	1.4119999	[0.074101, 0.048241]	1	0	0	1
2	nodded	rms	A	arctic_a0035_rms	5	1.4119999	1.842	[1.109087, 0.129077]	1	1	2	2
0	at	rms	A	arctic_a0035_rms	6	1.842	2.0020001	[0.129038]	0	0	0	0
0	the	rms	A	arctic_a0035_rms	7	2.0020001	2.072	[0.057238]	0	0	0	0
1	horrified	rms	A	arctic_a0035_rms	8	2.072	2.622	[0.054827, 0.00839, 0.558935]	1	0	1	1
1	question	rms	A	arctic_a0035_rms	9	2.622	3.1919999	[0.149194, 0.112723]	0	0	1	2
0	in	rms	A	arctic_a0035_rms	10	3.1919999	3.362	[0.077305]	0	0	0	0
0	his	rms	A	arctic_a0035_rms	11	3.362	3.562	[0.055856]	0	0	0	0
1	eyes	rms	A	arctic_a0035_rms	12	3.562	4.052	[0.56976]	1	0	1	2
0	.	rms	A	arctic_a0035_rms	13	4.052	0.0		0	0	0	0
0	.	slt	A	arctic_a0035_slt	0	0.0	0.1495		0	0	0	0
0	He	slt	A	arctic_a0035_slt	1	0.1495	0.287	[0.137322]	0	0	0	0
2	stopped	slt	A	arctic_a0035_slt	2	0.287	0.82450002	[1.126334]	1	2	2	2
0	and	slt	A	arctic_a0035_slt	3	0.82450002	1.03075	[0.07319]	0	0	0	0
0	Philip	slt	A	arctic_a0035_slt	4	1.03075	1.36825	[0.159648, 0.084328]	1	0	1	2
1	nodded	slt	A	arctic_a0035_slt	5	1.36825	1.74325	[0.617923, 0.129994]	1	0	1	1
0	at	slt	A	arctic_a0035_slt	6	1.74325	1.83075	[0.038949]	0	0	0	0
0	the	slt	A	arctic_a0035_slt	7	1.83075	1.9119999	[0.0519]	0	0	0	0
1	horrified	slt	A	arctic_a0035_slt	8	1.9119999	2.4619999	[0.181875, 0.034852, 0.379062]	1	0	1	2
1	question	slt	A	arctic_a0035_slt	9	2.4619999	2.937	[0.115554, 0.02614]	0	0	0	1
0	in	slt	A	arctic_a0035_slt	10	2.937	3.0682499	[0.072431]	1	0	0	0
0	his	slt	A	arctic_a0035_slt	11	3.0682499	3.2119999	[0.043486]	0	0	0	0
1	eyes	slt	A	arctic_a0035_slt	12	3.2119999	3.6682501	[0.45092]	1	0	0	1
0	.	slt	A	arctic_a0035_slt	13	3.6682501	0.0		0	0	0	0
0	.	rms	A	arctic_a0036_rms	0	0.0	0.071999997		0	0	0	0
0	She	rms	A	arctic_a0036_rms	1	0.071999997	0.31200001	[0.296396]	0	0	0	0
0	turned	rms	A	arctic_a0036_rms	2	0.31200001	0.65200001	[0.652892]	1	2	1	0
2	in	rms	A	arctic_a0036_rms	3	0.65200001	0.95200002	[0.912982]	1	0	1	2
0	at	rms	A	arctic_a0036_rms	4	0.95200002	1.122	[0.301409]	0	0	0	0
0	the	rms	A	arctic_a0036_rms	5	1.122	1.192	[0.148823]	0	0	0	0
1	hotel	rms	A	arctic_a0036_rms	6	1.192	1.7819999	[0.335223, 0.778013]	1	1	1	2
0	.	rms	A	arctic_a0036_rms	7	1.7819999	0.0		0	0	0	0
0	.	slt	A	arctic_a0036_slt	0	0.0	0.1495		0	0	0	0
0	She	slt	A	arctic_a0036_slt	1	0.1495	0.36825001	[0.558707]	0	0	0	0
2	turned	slt	A	arctic_a0036_slt	2	0.36825001	0.68075001	[0.9]	1	1	1	0
0	in	slt	A	arctic_a0036_slt	3	0.68075001	0.85575002	[0.786542]	1	1	1	2
0	at	slt	A	arctic_a0036_slt	4	0.85575002	0.96824998	[0.242089]	0	0	0	0
0	the	slt	A	arctic_a0036_slt	5	0.96824998	1.04325	[0.135509]	0	0	0	0
2	hotel	slt	A	arctic_a0036_slt	6	1.04325	1.587	[0.359726, 0.446504]	1	1	1	2
0	.	slt	A	arctic_a0036_slt	7	1.587	0.0		0	0	0	0
0	.	rms	A	arctic_a0037_rms	0	0.0	0.122		0	0	0	0
0	I	rms	A	arctic_a0037_rms	1	0.122	0.23199999	[0.909005]	1	0	1	0
0	was	rms	A	arctic_a0037_rms	2	0.23199999	0.472	[0.18174]	0	1	0	0
0	the	rms	A	arctic_a0037_rms	3	0.472	0.62199998	[0.337963]	0	0	0	0
2	only	rms	A	arctic_a0037_rms	4	0.62199998	0.89200002	[0.598009, 0.283528]	1	0	1	0
0	one	rms	A	arctic_a0037_rms	5	0.89200002	1.272	[0.455113]	1	1	1	2
0	who	rms	A	arctic_a0037_rms	6	1.272	1.392		0	0	0	0
2	remained	rms	A	arctic_a0037_rms	7	1.392	1.862	[0.064722, 0.618262]	1	1	1	1
0	sitting	rms	A	arctic_a0037_rms	8	1.862	2.4319999	[0.366637, 0.400455]	1	1	0	2
0	.	rms	A	arctic_a0037_rms	9	2.4319999	0.0		0	0	0	0
0	.	slt	A	arctic_a0037_slt	0	0.0	0.19949999		0	0	0	0
1	I	slt	A	arctic_a0037_slt	1	0.19949999	0.36199999	[1.273948]	1	2	2	1
