onset	offset	word	file	interval_no	tag1	tagger
0.94499999	1.395	duke	pussinboots_22_5	4	[0.283612]	1
1.395	1.41	0	pussinboots_22_5	5		0
1.41	1.49	would	pussinboots_22_5	6	[0.01429]	0
1.49	1.76	make	pussinboots_22_5	7	[0.873776]	1
1.76	1.8150001	a	pussinboots_22_5	8	[0.231997]	0
1.8150001	2.53	perfect	pussinboots_22_5	9	[1.2395, 0.302917]	1
2.53	2.54	0	pussinboots_22_5	10		0
2.54	3.0250001	prince	pussinboots_22_5	11	[0.041548]	0
3.0250001	0	0	pussinboots_22_5	12		0
0	0.050000001	0	pussinboots_23_1	0		0
0.050000001	0.19499999	By	pussinboots_23_1	1	[0.696017]	1
0.19499999	0.345	the	pussinboots_23_1	2	[0.504225]	0
0.345	0.53500003	end	pussinboots_23_1	3	[1.252541, 0.179738]	1
0.53500003	0.625	of	pussinboots_23_1	4	[0.179738]	0
0.625	0.70999998	the	pussinboots_23_1	5	[0.100228]	0
0.70999998	1.13	meal	pussinboots_23_1	6	[0.100228, 0.83755]	1
1.13	1.355	0	pussinboots_23_1	7		0
1.355	1.425	the	pussinboots_23_1	8	[0.058042]	0
1.425	1.8	king	pussinboots_23_1	9	[0.961546]	1
1.8	1.96	could	pussinboots_23_1	10	[0.063078]	0
1.96	2.2349999	not	pussinboots_23_1	11	[1.146724]	1
2.2349999	2.4649999	keep	pussinboots_23_1	12	[0.221561]	0
2.4649999	2.6300001	his	pussinboots_23_1	13	[0.099253]	0
2.6300001	2.9949999	thoughts	pussinboots_23_1	14	[0.638584]	1
2.9949999	3.0650001	to	pussinboots_23_1	15	[0.095883]	0
3.0650001	3.625	himself	pussinboots_23_1	16	[0.119023, 0.293541]	1
3.625	0	0	pussinboots_23_1	17		0
0	0	0	pussinboots_23_11	0		0
0	0.22	0	pussinboots_23_11	1		0
0.22	0.315	And	pussinboots_23_11	2	[0.044974]	0
0.315	0.56	so	pussinboots_23_11	3	[0.17948699999999998]	1
0.56	0.66500002	the	pussinboots_23_11	4	[0.043461]	0
0.66500002	1.135	miller's	pussinboots_23_11	5	[0.043461, 0.719512, 0.279675]	1
1.135	1.65	youngest	pussinboots_23_11	6	[0.679239, 0.140022]	1
1.65	1.92	son	pussinboots_23_11	7	[0.472407]	1
1.92	1.9349999	0	pussinboots_23_11	8		0
1.9349999	2.3099999	became	pussinboots_23_11	9	[0.075097, 0.219672]	0
2.3099999	2.3499999	a	pussinboots_23_11	10	[0.258357]	1
2.3499999	2.9200001	prince	pussinboots_23_11	11	[0.026227]	0
2.9200001	0	0	pussinboots_23_11	12		0
0	3.28	0	pussinboots_23_11	13		0
3.28	3.365	and	pussinboots_23_11	14	[0.062976]	0
3.365	3.575	lived	pussinboots_23_11	15	[0.096005]	0
3.575	3.9749999	happily	pussinboots_23_11	16	[1.3, 0.0074189999999999985, 0.21044]	1
3.9749999	4.0999999	in	pussinboots_23_11	17	[0.121697]	0
4.0999999	4.1350002	the	pussinboots_23_11	18	[0.008989]	0
4.1350002	4.6550002	castle	pussinboots_23_11	19	[0.008989, 0.485949]	1
4.6550002	4.6700001	0	pussinboots_23_11	20		0
4.6700001	4.8699999	with	pussinboots_23_11	21	[0.023792]	0
4.8699999	5.0300002	his	pussinboots_23_11	22	[0.051219000000000015]	0
5.0300002	5.04	0	pussinboots_23_11	23		0
5.04	5.6350002	beautiful	pussinboots_23_11	24	[0.15504400000000002, 0.017968, 0.004889]	1
5.6350002	6.125	bride	pussinboots_23_11	25	[0.265077]	1
6.125	0	0	pussinboots_23_11	26		0
0	0	0	pussinboots_23_9	0		0
0	0.13500001	0	pussinboots_23_9	1		0
0.13500001	0.18000001	A	pussinboots_23_9	2	[0.093327]	0
0.18000001	0.625	wedding	pussinboots_23_9	3	[0.700583, 0.317187]	1
0.625	0.75999999	was	pussinboots_23_9	4	[0.107308]	0
0.75999999	1.335	arranged	pussinboots_23_9	5	[0.23923000000000005, 0.812275]	1
1.335	1.42	for	pussinboots_23_9	6	[0.006169]	0
1.42	1.525	the	pussinboots_23_9	7	[0.006169, 0.03028]	0
1.525	1.975	very	pussinboots_23_9	8	[0.03028, 1.235417, 0.243271]	1
1.975	2.47	next	pussinboots_23_9	9	[0.46499]	1
2.47	2.7550001	day	pussinboots_23_9	10	[0.410741]	1
2.7550001	0	0	pussinboots_23_9	11		0
0	0.035	0	pussinboots_24_1	0		0
0.035	0.33000001	Tom's	pussinboots_24_1	1	[1.159545]	1
0.33000001	0.37	0	pussinboots_24_1	2		0
0.37	0.76499999	brothers	pussinboots_24_1	3	[0.1606, 0.197164]	1
0.76499999	0.80000001	0	pussinboots_24_1	4		0
0.80000001	0.85500002	were	pussinboots_24_1	5	[0.015369]	0
0.85500002	1.22	both	pussinboots_24_1	6	[0.015369, 1.2375459999999998]	1
1.22	1.26	0	pussinboots_24_1	7		0
1.26	1.485	made	pussinboots_24_1	8	[0.6921430000000001]	0
1.485	1.95	earls	pussinboots_24_1	9	[0.305228]	0
1.95	0	0	pussinboots_24_1	10		0
0	0.039999999	0	pussinboots_24_3	0		0
0.039999999	0.235	As	pussinboots_24_3	1	[0.935019]	1
0.235	0.34999999	for	pussinboots_24_3	2	[0.026334]	0
0.34999999	0.79500002	Puss	pussinboots_24_3	3	[0.258726]	1
0.79500002	0	0	pussinboots_24_3	4		0
0	0	0	pussinboots_24_3	5		0
0	1.1849999	0	pussinboots_24_3	6		0
1.1849999	1.3200001	he	pussinboots_24_3	7	[0.6071850000000001]	1
1.3200001	1.67	became	pussinboots_24_3	8	[0.087136, 0.232312, 0.039369]	1
1.67	1.6900001	a	pussinboots_24_3	9	[0.039369]	0
1.6900001	2.115	lord	pussinboots_24_3	10	[0.039369, 0.479357]	1
2.115	0	0	pussinboots_24_3	11		0
0	2.2049999	0	pussinboots_24_3	12		0
2.2049999	2.4200001	and	pussinboots_24_3	13	[0.036396]	0
2.4200001	2.675	never	pussinboots_24_3	14	[0.990369, 0.306721]	1
2.675	2.8699999	had	pussinboots_24_3	15	[0.095187]	0
2.8699999	2.9449999	to	pussinboots_24_3	16	[0.147724]	0
2.9449999	2.9949999	0	pussinboots_24_3	17		0
2.9949999	3.3399999	chase	pussinboots_24_3	18	[0.525446]	1
3.3399999	3.375	0	pussinboots_24_3	19		0
3.375	3.635	mice	pussinboots_24_3	20	[0.278802]	0
3.635	4.0050001	again	pussinboots_24_3	21	[0.195479, 0.168799]	0
4.0050001	0	0	pussinboots_24_3	22		0
0	0.029999999	0	pussinboots_24_5	0		0
0.029999999	0.565	Except	pussinboots_24_5	1	[0.195107, 0.995267]	1
0.565	0.755	for	pussinboots_24_5	2	[0.6758649999999999]	1
0.755	1.205	fun	pussinboots_24_5	3	[0.697458]	1
1.205	0	0	pussinboots_24_5	4		0
0	0.045000002	0	pussinboots_25_1	0		0
0.045000002	0.27000001	Here	pussinboots_25_1	1	[0.9, 0.149715]	1
0.27000001	0.285	are	pussinboots_25_1	2	[0.149715]	0
0.285	0.495	some	pussinboots_25_1	3	[0.149715, 0.116838]	0
0.495	0.95999998	phrases	pussinboots_25_1	4	[0.317868, 0.13892100000000002]	1
0.95999998	1.17	from	pussinboots_25_1	5	[0.075313]	0
1.17	1.215	the	pussinboots_25_1	6	[0.0069180000000000005]	0
1.215	1.765	story	pussinboots_25_1	7	[0.0069180000000000005, 0.15495, 0.139556]	1
1.765	0	0	pussinboots_25_1	8		0
0	0.039999999	0	pussinboots_25_3	0		0
0.039999999	0.505	Listen	pussinboots_25_3	1	[0.963638]	1
0.505	0.56	0	pussinboots_25_3	2		0
0.56	0.67000002	and	pussinboots_25_3	3	[0.15826600000000002]	0
0.67000002	1.135	repeat	pussinboots_25_3	4	[0.275338, 0.17386400000000002]	1
1.135	0	0	pussinboots_25_3	5		0
0	0.029999999	0	robinhood_youngreading_02_1	0		0
0.029999999	0.38499999	Chapter	robinhood_youngreading_02_1	1	[1.3, 0.16301]	1
0.38499999	0.755	One	robinhood_youngreading_02_1	2	[0.281035]	1
0.755	0	0	robinhood_youngreading_02_1	3		0
0	0	0	robinhood_youngreading_02_5	0		0
0	0.079999998	0	robinhood_youngreading_02_5	1		0
0.079999998	0.15000001	It	robinhood_youngreading_02_5	2	[0.117217]	0
0.15000001	0.35499999	was	robinhood_youngreading_02_5	3	[0.111641]	0
0.35499999	0.41499999	a	robinhood_youngreading_02_5	4	[0.14586300000000002]	0
0.41499999	0.81999999	sunny	robinhood_youngreading_02_5	5	[1.3, 0.503382]	1
0.81999999	1.0599999	day	robinhood_youngreading_02_5	6	[0.605216]	1
1.0599999	1.075	0	robinhood_youngreading_02_5	7		0
1.075	1.23	in	robinhood_youngreading_02_5	8	[0.226881]	0
1.23	1.635	Sherwood	robinhood_youngreading_02_5	9	[0.494157, 0.07205700000000001]	1
1.635	2.135	village	robinhood_youngreading_02_5	10	[0.16186199999999998, 0.26266100000000003]	1
2.135	0	0	robinhood_youngreading_02_5	11		0
0	0.015	0	robinhood_youngreading_02_7	0		0
0.015	0.25999999	Ten	robinhood_youngreading_02_7	1	[0.577311]	1
0.25999999	0.38499999	year	robinhood_youngreading_02_7	2	[0.28430500000000003, 0.043177]	0
0.38499999	0.59500003	old	robinhood_youngreading_02_7	3	[0.043177]	0
0.59500003	0.91000003	Much	robinhood_youngreading_02_7	4	[0.910256]	1
0.91000003	0.92500001	0	robinhood_youngreading_02_7	5		0
0.92500001	1.4349999	Middleton	robinhood_youngreading_02_7	6	[0.055358, 0.139905]	1
1.4349999	0	0	robinhood_youngreading_02_7	7		0
0	1.62	0	robinhood_youngreading_02_7	8		0
1.62	1.78	was	robinhood_youngreading_02_7	9	[0.022529]	0
1.78	2.105	helping	robinhood_youngreading_02_7	10	[0.030455, 0.096325]	0
2.105	2.28	his	robinhood_youngreading_02_7	11	[0.104907]	0
2.28	2.6500001	father	robinhood_youngreading_02_7	12	[1.062351, 0.082169]	1
2.6500001	2.7850001	in	robinhood_youngreading_02_7	13	[0.060952]	0
2.7850001	2.885	their	robinhood_youngreading_02_7	14	[0.261947]	1
2.885	3.24	mill	robinhood_youngreading_02_7	15	[0.153892]	0
3.24	0	0	robinhood_youngreading_02_7	16		0
0	0	0	robinhood_youngreading_02_9	0		0
0	0.15000001	0	robinhood_youngreading_02_9	1		0
0.15000001	0.27500001	As	robinhood_youngreading_02_9	2	[0.047512]	0
0.27500001	0.43000001	he	robinhood_youngreading_02_9	3	[0.544766]	1
0.43000001	0.73000002	lifted	robinhood_youngreading_02_9	4	[0.290772, 0.246482]	0
0.73000002	0.78500003	a	robinhood_youngreading_02_9	5	[0.184025]	0
0.78500003	1.11	sack	robinhood_youngreading_02_9	6	[0.342055, 0.012913]	1
1.11	1.1849999	of	robinhood_youngreading_02_9	7	[0.012913]	0
1.1849999	1.61	corn	robinhood_youngreading_02_9	8	[0.5419229999999999]	1
1.61	0	0	robinhood_youngreading_02_9	9		0
0	0	0	robinhood_youngreading_02_9	10		0
0	2.085	0	robinhood_youngreading_02_9	11		0
2.085	2.2049999	he	robinhood_youngreading_02_9	12	[0.5292789999999999]	1
2.2049999	2.425	heard	robinhood_youngreading_02_9	13	[0.495419]	0
2.425	3.05	shouting	robinhood_youngreading_02_9	14	[1.2105, 0.12901400000000002]	1
3.05	0	0	robinhood_youngreading_02_9	15		0
0	0.015	0	robinhood_youngreading_03_1	0		0
0.015	0.38	Dozens	robinhood_youngreading_03_1	1	[1.153524, 0.100676]	1
0.38	0.44499999	of	robinhood_youngreading_03_1	2	[0.100676]	0
0.44499999	0.99000001	soldiers	robinhood_youngreading_03_1	3	[0.06663, 0.124587]	0
0.99000001	1.005	0	robinhood_youngreading_03_1	4		0
1.005	1.51	pounded	robinhood_youngreading_03_1	5	[1.082717, 0.30174, 0.0718]	1
1.51	1.6799999	into	robinhood_youngreading_03_1	6	[0.0718, 0.054507000000000014]	0
1.6799999	1.785	the	robinhood_youngreading_03_1	7	[0.054507000000000014, 0.036311]	0
1.785	2.1849999	village	robinhood_youngreading_03_1	8	[0.036311, 0.537118, 0.185676]	1
2.1849999	2.325	on	robinhood_youngreading_03_1	9	[0.253291]	0
2.325	2.9400001	horseback	robinhood_youngreading_03_1	10	[0.467286, 0.202797]	1
2.9400001	0	0	robinhood_youngreading_03_1	11		0
0	0	0	robinhood_youngreading_03_1	12		0
0	3.405	0	robinhood_youngreading_03_1	13		0
3.405	3.615	led	robinhood_youngreading_03_1	14	[1.186142]	1
3.615	3.625	0	robinhood_youngreading_03_1	15		0
3.625	3.8150001	by	robinhood_youngreading_03_1	16	[0.363481]	0
3.8150001	3.925	the	robinhood_youngreading_03_1	17	[0.163293]	0
3.925	4.3800001	Sheriff	robinhood_youngreading_03_1	18	[0.304061, 0.019953, 0.022903]	1
4.3800001	4.4899998	of	robinhood_youngreading_03_1	19	[0.022903]	0
4.4899998	4.5100002	0	robinhood_youngreading_03_1	20		0
4.5100002	5.0599999	Nottingham	robinhood_youngreading_03_1	21	[0.393407, 0.055704, 0.113067]	1
5.0599999	0	0	robinhood_youngreading_03_1	22		0
0	0.039999999	0	robinhood_youngreading_03_13	0		0
0.039999999	0.115	The	robinhood_youngreading_03_13	1	[0.044519]	0
0.115	0.65499997	Sheriff	robinhood_youngreading_03_13	2	[0.044519, 0.953426, 0.015806999999999998]	1
0.65499997	1.3099999	sneered	robinhood_youngreading_03_13	3	[1.058175]	1
1.3099999	0	0	robinhood_youngreading_03_13	4		0
0	0	0	robinhood_youngreading_03_19	0		0
0	0.175	0	robinhood_youngreading_03_19	1		0
0.175	0.25	With	robinhood_youngreading_03_19	2	[0.082596]	0
0.25	0.74000001	that	robinhood_youngreading_03_19	3	[0.552688]	1
0.74000001	0	0	robinhood_youngreading_03_19	4		0
0	1.01	0	robinhood_youngreading_03_19	5		0
1.01	1.1950001	he	robinhood_youngreading_03_19	6	[0.233768]	0
1.1950001	1.615	lashed	robinhood_youngreading_03_19	7	[0.411936]	1
1.615	1.765	his	robinhood_youngreading_03_19	8	[0.061804]	0
1.765	2.1900001	horse	robinhood_youngreading_03_19	9	[0.203215]	1
2.1900001	0	0	robinhood_youngreading_03_19	10		0
0	0	0	robinhood_youngreading_03_19	11		0
0	2.4949999	0	robinhood_youngreading_03_19	12		0
2.4949999	2.71	and	robinhood_youngreading_03_19	13	[0.044175]	0
2.71	3.165	charged	robinhood_youngreading_03_19	14	[1.252516]	1
3.165	3.2	0	robinhood_youngreading_03_19	15		0
3.2	3.48	back	robinhood_youngreading_03_19	16	[0.352383]	0
3.48	3.5999999	to	robinhood_youngreading_03_19	17	[0.018656]	0
3.5999999	3.79	his	robinhood_youngreading_03_19	18	[0.018656, 0.033546]	0
3.79	4.29	castle	robinhood_youngreading_03_19	19	[0.200482]	1
4.29	0	0	robinhood_youngreading_03_19	20		0
0	0	0	robinhood_youngreading_03_5	0		0
0	0.059999999	0	robinhood_youngreading_03_5	1		0
0.059999999	0.23999999	He	robinhood_youngreading_03_5	2	[0.9]	1
0.23999999	0.5	owned	robinhood_youngreading_03_5	3	[0.996017]	1
0.5	1.085	Sherwood	robinhood_youngreading_03_5	4	[0.287195, 0.184853]	0
1.085	0	0	robinhood_youngreading_03_5	5		0
0	0	0	robinhood_youngreading_03_5	6		0
0	1.54	0	robinhood_youngreading_03_5	7		0
1.54	1.67	and	robinhood_youngreading_03_5	8	[0.07183400000000001]	1
1.67	1.725	the	robinhood_youngreading_03_5	9	[0.018161]	0
1.725	2.325	villagers	robinhood_youngreading_03_5	10	[0.018161, 1.009506, 0.282302, 0.198994]	1
2.325	2.52	had	robinhood_youngreading_03_5	11	[0.234345]	1
2.52	2.5999999	to	robinhood_youngreading_03_5	12	[0.025322]	0
2.5999999	2.835	pay	robinhood_youngreading_03_5	13	[0.025322, 0.552437]	1
2.835	2.97	him	robinhood_youngreading_03_5	14	[0.043462]	0
2.97	2.98	0	robinhood_youngreading_03_5	15		0
2.98	3.5899999	taxes	robinhood_youngreading_03_5	16	[1.018993, 0.078694]	1
3.5899999	0	0	robinhood_youngreading_03_5	17		0
0	3.7550001	0	robinhood_youngreading_03_5	18		0
3.7550001	3.925	so	robinhood_youngreading_03_5	19	[0.177722]	0
3.925	4.0799999	they	robinhood_youngreading_03_5	20	[0.393877]	1
4.0799999	4.2800002	could	robinhood_youngreading_03_5	21	[0.042073]	0
4.2800002	4.4650002	live	robinhood_youngreading_03_5	22	[0.720075]	1
4.4650002	4.7600002	there	robinhood_youngreading_03_5	23	[0.265302]	0
4.7600002	0	0	robinhood_youngreading_03_5	24		0
0	0.035	0	robinhood_youngreading_03_9	0		0
0.035	0.44	Much's	robinhood_youngreading_03_9	1	[0.957772, 0.333318]	1
0.44	0.80000001	father	robinhood_youngreading_03_9	2	[1.172317, 0.089634]	1
0.80000001	1.035	was	robinhood_youngreading_03_9	3	[0.07057000000000001]	0
1.035	1.74	furious	robinhood_youngreading_03_9	4	[1.065499, 0.013688999999999998, 0.012461]	1
1.74	0	0	robinhood_youngreading_03_9	5		0
0	0.02	0	robinhood_youngreading_04_1	0		0
0.02	0.29499999	That	robinhood_youngreading_04_1	1	[0.734901]	1
0.29499999	0.76999998	evening	robinhood_youngreading_04_1	2	[0.366282, 0.312583]	0
0.76999998	0	0	robinhood_youngreading_04_1	3		0
0	0	0	robinhood_youngreading_04_1	4		0
0	1.17	0	robinhood_youngreading_04_1	5		0
1.17	1.54	Much	robinhood_youngreading_04_1	6	[1.285982]	1
1.54	1.755	lay	robinhood_youngreading_04_1	7	[0.557215, 0.016911000000000002]	0
1.755	1.875	in	robinhood_youngreading_04_1	8	[0.016911000000000002]	0
1.875	2.175	bed	robinhood_youngreading_04_1	9	[0.803725]	1
2.175	0	0	robinhood_youngreading_04_1	10		0
0	2.4849999	0	robinhood_youngreading_04_1	11		0
2.4849999	2.8099999	watching	robinhood_youngreading_04_1	12	[0.098813, 0.08326499999999999]	1
2.8099999	2.98	his	robinhood_youngreading_04_1	13	[0.0363]	0
2.98	3.3800001	father	robinhood_youngreading_04_1	14	[1.224006, 0.019951]	1
3.3800001	3.75	count	robinhood_youngreading_04_1	15	[0.019951, 0.383079]	1
3.75	3.8399999	their	robinhood_youngreading_04_1	16	[0.098115]	0
3.8399999	4.2550001	money	robinhood_youngreading_04_1	17	[0.35068, 0.196726]	1
4.2550001	0	0	robinhood_youngreading_04_1	18		0
0	0.035	0	robinhood_youngreading_04_11	0		0
0.035	0.33000001	Much	robinhood_youngreading_04_11	1	[1.299895]	1
0.33000001	0.45500001	was	robinhood_youngreading_04_11	2	[0.01679]	0
0.45500001	0.54000002	0	robinhood_youngreading_04_11	3		0
0.54000002	0.85500002	always	robinhood_youngreading_04_11	4	[0.203046, 0.111921]	1
0.85500002	1.295	asking	robinhood_youngreading_04_11	5	[0.4283770000000001, 0.01149]	1
1.295	1.375	for	robinhood_youngreading_04_11	6	[0.049922]	0
1.375	1.885	stories	robinhood_youngreading_04_11	7	[0.049922, 0.401707, 0.016048]	1
1.885	1.9	0	robinhood_youngreading_04_11	8		0
1.9	2.2149999	about	robinhood_youngreading_04_11	9	[0.041663, 0.298209]	1
2.2149999	2.4949999	Robin	robinhood_youngreading_04_11	10	[0.039359, 0.081772]	0
2.4949999	2.7650001	Hood	robinhood_youngreading_04_11	11	[0.119376]	1
2.7650001	0	0	robinhood_youngreading_04_11	12		0
0	0.045000002	0	robinhood_youngreading_04_17	0		0
0.045000002	0.375	Just	robinhood_youngreading_04_17	1	[0.8204049999999999]	1
0.375	0.66000003	then	robinhood_youngreading_04_17	2	[0.767864]	1
0.66000003	0	0	robinhood_youngreading_04_17	3		0
0	0	0	robinhood_youngreading_04_17	4		0
0	1.035	0	robinhood_youngreading_04_17	5		0
1.035	1.1	there	robinhood_youngreading_04_17	6	[0.260183]	1
1.1	1.245	was	robinhood_youngreading_04_17	7	[0.260183, 0.084866]	1
1.245	1.285	a	robinhood_youngreading_04_17	8	[0.10371]	0
1.285	1.635	noise	robinhood_youngreading_04_17	9	[1.299996]	1
1.635	2.21	outside	robinhood_youngreading_04_17	10	[0.347884, 1.022435]	1
2.21	0	0	robinhood_youngreading_04_17	11		0
0	0.039999999	0	robinhood_youngreading_04_19	0		0
0.039999999	0.46000001	Much's	robinhood_youngreading_04_19	1	[0.642405, 0.243613]	1
0.46000001	0.755	father	robinhood_youngreading_04_19	2	[1.212303, 0.196837]	1
0.755	1.115	gripped	robinhood_youngreading_04_19	3	[0.196837, 0.061385]	0
1.115	1.1849999	the	robinhood_youngreading_04_19	4	[0.064385]	0
1.1849999	1.635	shovel	robinhood_youngreading_04_19	5	[0.468408]	1
1.635	0	0	robinhood_youngreading_04_19	6		0
0	0	0	robinhood_youngreading_04_19	7		0
0	2.0250001	0	robinhood_youngreading_04_19	8		0
2.0250001	2.4000001	scared	robinhood_youngreading_04_19	9	[1.1312719999999998]	1
2.4000001	2.48	it	robinhood_youngreading_04_19	10	[0.119973]	0
2.48	2.615	was	robinhood_youngreading_04_19	11	[0.017406]	0
2.615	2.71	the	robinhood_youngreading_04_19	12	[0.04923]	0
2.71	3.135	Sheriff's	robinhood_youngreading_04_19	13	[0.04923, 0.63253, 0.012425]	1
3.135	3.79	soldiers	robinhood_youngreading_04_19	14	[0.210999, 0.08544700000000001]	1
3.79	0	0	robinhood_youngreading_04_19	15		0
0	0.039999999	0	robinhood_youngreading_04_21	0		0
0.039999999	0.125	He	robinhood_youngreading_04_21	1	[0.010277]	0
0.125	0.60500002	flung	robinhood_youngreading_04_21	2	[0.010277, 1.3]	1
0.60500002	0.66500002	the	robinhood_youngreading_04_21	3	[0.049977]	0
0.66500002	0.98500001	door	robinhood_youngreading_04_21	4	[0.615811]	1
0.98500001	1.41	open	robinhood_youngreading_04_21	5	[0.327716, 0.038079]	0
1.41	0	0	robinhood_youngreading_04_21	6		0
0	0.02	0	robinhood_youngreading_04_3	0		0
0.02	0.115	There	robinhood_youngreading_04_3	1	[0.207648]	0
0.115	0.51999998	wasn't	robinhood_youngreading_04_3	2	[0.640299]	1
0.51999998	0.87	nearly	robinhood_youngreading_04_3	3	[1.299852, 0.037243]	1
0.87	1.42	enough	robinhood_youngreading_04_3	4	[0.037243, 0.287944, 0.813369]	1
1.42	0	0	robinhood_youngreading_04_3	5		0
0	0.015	0	robinhood_youngreading_04_7	0		0
0.015	0.29499999	Robin	robinhood_youngreading_04_7	1	[0.250121, 0.659792]	1
0.29499999	0.59500003	Hood	robinhood_youngreading_04_7	2	[0.264991]	0
0.59500003	0.83999997	0	robinhood_youngreading_04_7	3		0
0.83999997	0.95999998	was	robinhood_youngreading_04_7	4	[0.013668, 0.102725]	1
0.95999998	0.97500002	a	robinhood_youngreading_04_7	5	[0.102725]	1
0.97500002	1.775	mysterious	robinhood_youngreading_04_7	6	[0.102725, 0.068906, 0.537203, 0.127799, 0.014928]	1
1.775	2.2750001	outlaw	robinhood_youngreading_04_7	7	[0.5689810000000001, 0.295739]	1
2.2750001	0	0	robinhood_youngreading_04_7	8		0
0	0	0	robinhood_youngreading_04_7	9		0
0	2.71	0	robinhood_youngreading_04_7	10		0
2.71	2.77	who	robinhood_youngreading_04_7	11	[0.13710899999999998]	0
2.77	3.0550001	stole	robinhood_youngreading_04_7	12	[0.131633]	0
3.0550001	3.365	money	robinhood_youngreading_04_7	13	[1.299999, 0.202308]	1
3.365	3.5799999	from	robinhood_youngreading_04_7	14	[0.019501]	0
3.5799999	3.645	the	robinhood_youngreading_04_7	15	[0.047618]	0
3.645	4.1500001	Sheriff	robinhood_youngreading_04_7	16	[0.047618, 0.621868, 0.011933]	1
4.1500001	4.1700001	0	robinhood_youngreading_04_7	17		0
4.1700001	4.3150001	to	robinhood_youngreading_04_7	18	[0.024897]	0
4.3150001	4.6500001	give	robinhood_youngreading_04_7	19	[0.024897, 0.6709229999999999]	1
4.6500001	4.665	0	robinhood_youngreading_04_7	20		0
4.665	4.7600002	to	robinhood_youngreading_04_7	21	[0.009545]	0
4.7600002	5.0949998	poor	robinhood_youngreading_04_7	22	[0.009545, 0.6141909999999999]	1
5.0949998	5.7150002	villagers	robinhood_youngreading_04_7	23	[0.436517, 0.16533299999999998, 0.106128]	0
5.7150002	0	0	robinhood_youngreading_04_7	24		0
0	0.015	0	robinhood_youngreading_04_9	0		0
0.015	0.465	People	robinhood_youngreading_04_9	1	[0.389693]	1
0.465	0.82999998	said	robinhood_youngreading_04_9	2	[1.227801]	1
0.82999998	1.005	he	robinhood_youngreading_04_9	3	[0.43509]	0
1.005	1.245	lived	robinhood_youngreading_04_9	4	[0.491321]	1
1.245	1.38	in	robinhood_youngreading_04_9	5	[0.17193]	0
1.38	1.77	Sherwood	robinhood_youngreading_04_9	6	[0.816454, 0.026248]	1
1.77	2.355	Forest	robinhood_youngreading_04_9	7	[0.432355, 0.044251]	1
2.355	0	0	robinhood_youngreading_04_9	8		0
0	0	0	robinhood_youngreading_04_9	9		0
0	2.71	0	robinhood_youngreading_04_9	10		0
2.71	2.835	though	robinhood_youngreading_04_9	11	[0.383595]	0
2.835	3.0599999	no	robinhood_youngreading_04_9	12	[0.951827]	1
3.0599999	3.2550001	one	robinhood_youngreading_04_9	13	[0.302186]	0
3.2550001	3.5350001	knew	robinhood_youngreading_04_9	14	[0.102045]	0
3.5350001	3.7049999	for	robinhood_youngreading_04_9	15	[0.051878]	0
3.7049999	4.1500001	sure	robinhood_youngreading_04_9	16	[0.698158]	1
4.1500001	0	0	robinhood_youngreading_04_9	17		0
0	0.039999999	0	robinhood_youngreading_05_1	0		0
0.039999999	0.20999999	But	robinhood_youngreading_05_1	1	[0.365733]	1
0.20999999	0.36500001	no	robinhood_youngreading_05_1	2	[0.326744]	0
0.36500001	0.60000002	one	robinhood_youngreading_05_1	3	[0.118245]	0
0.60000002	0.74000001	was	robinhood_youngreading_05_1	4	[0.07258200000000001]	0
0.74000001	1.105	there	robinhood_youngreading_05_1	5	[1.249015]	1
1.105	0	0	robinhood_youngreading_05_1	6		0
0	0.055	0	robinhood_youngreading_05_17	0		0
0.055	0.185	But	robinhood_youngreading_05_17	1	[0.284783]	0
0.185	0.62	Much	robinhood_youngreading_05_17	2	[1.008167]	1
0.62	0.70499998	had	robinhood_youngreading_05_17	3	[0.084621, 0.089601]	0
0.70499998	1.205	already	robinhood_youngreading_05_17	4	[0.089601, 0.903364, 0.280463]	1
1.205	1.63	seen	robinhood_youngreading_05_17	5	[0.33626100000000003]	1
1.63	0	0	robinhood_youngreading_05_17	6		0
0	0	0	robinhood_youngreading_05_19	0		0
0	0.07	0	robinhood_youngreading_05_19	1		0
0.07	0.18000001	He	robinhood_youngreading_05_19	2	[0.094721]	0
0.18000001	0.53500003	sat	robinhood_youngreading_05_19	3	[0.903148]	1
0.53500003	0.70499998	by	robinhood_youngreading_05_19	4	[0.37228]	0
0.70499998	0.79000002	the	robinhood_youngreading_05_19	5	[0.103822]	0
0.79000002	1.285	window	robinhood_youngreading_05_19	6	[0.13204000000000002, 0.518868]	1
1.285	0	0	robinhood_youngreading_05_19	7		0
0	0	0	robinhood_youngreading_05_19	8		0
0	1.775	0	robinhood_youngreading_05_19	9		0
1.775	2.155	watching	robinhood_youngreading_05_19	10	[0.1977, 0.5005539999999999, 0.039535]	1
2.155	2.175	a	robinhood_youngreading_05_19	11	[0.039535]	0
2.175	2.7249999	shadowy	robinhood_youngreading_05_19	12	[0.039535, 0.506261, 0.354288, 0.24271]	1
2.7249999	3.2	figure	robinhood_youngreading_05_19	13	[0.222907, 0.477628]	0
3.2	3.5250001	leap	robinhood_youngreading_05_19	14	[1.059172]	1
3.5250001	3.54	0	robinhood_youngreading_05_19	15		0
3.54	3.8699999	across	robinhood_youngreading_05_19	16	[0.025179, 0.099671]	1
3.8699999	4.0050001	the	robinhood_youngreading_05_19	17	[0.08743300000000001]	0
